Date,sku_id,unit_sold,unit_price,nap,customer_city,customer_type
2025-10-12,BXCM3765,1,1126.5,28374-8105,Pinehurst,
2025-10-12,BXCM4593,1,543.5,18436,Lake Ariel,B2B
2025-10-12,BXCM5056,1,183.75,34109-0336,Naples,
2025-10-13,BXCM5043,1,0.0,22207-2039,Arlington,SP
2025-10-13,BXCM5761,1,5.0,22207-2039,Arlington,SP
2025-10-13,BXCM5767,1,5.0,22207-2039,Arlington,SP
2025-10-13,BXCM5763,1,5.0,22207-2039,Arlington,SP
2025-10-13,BXCM5766,1,5.0,22310-2225,Alexandria,SP
2025-10-13,BXCM5776,1,5.0,22310-2225,Alexandria,SP
2025-10-13,BXCM5756,1,5.0,22310-2225,Alexandria,SP
2025-10-13,BXCM3765,1,994.5,54313-7900,Suamico,
2025-10-13,BXCM5043,1,0.0,30504,Gainesville,SP
2025-10-13,BXCM1783,1,367.5,29928,Hilton Head Island,B2B
2025-10-13,BXCM1782,2,279.5,29928,Hilton Head Island,B2B
2025-10-13,BXCM5356,1,5.0,29407-3322,Charleston,SP
2025-10-13,BXCM5762,1,5.0,01938-2627,Ipswich,SP
2025-10-13,BXCM5763,1,5.0,01938-2627,Ipswich,SP
2025-10-13,BXCM5756,1,5.0,78503,Mcallen,SP
2025-10-13,BXCM5776,1,5.0,78503,Mcallen,SP
2025-10-13,BXCM5766,1,5.0,78503,Mcallen,SP
2025-10-13,BXCL1641,1,1005.5,37188-5500,White House,
2025-10-13,BXCM5155,1,554.5,70605-7752,Lake Charles,B2B
2025-10-13,BXCM5412,1,560.0,26003-6643,Wheeling,
2025-10-13,BXCM4525,1,323.5,26003-6643,Wheeling,
2025-10-13,BXCM3765,1,994.5,02476-6407,Arlington,
2025-10-13,BXCM4525,1,268.5,33142-6953,Miami,B2B
2025-10-13,BXCM5043,1,0.0,84010-1921,Bountiful,SP
2025-10-13,BXCM5755,1,5.0,92625-2927,Corona del Mar,SP
2025-10-13,BXCM5766,1,5.0,92625-2927,Corona del Mar,SP
2025-10-13,BXCM5759,1,5.0,06820-6210,Darien,SP
2025-10-13,BXCM5758,1,5.0,06820-6210,Darien,SP
2025-10-13,BXCM5778,1,5.0,06820-6210,Darien,SP
2025-10-13,BXCM5779,1,5.0,06820-6210,Darien,SP
2025-10-13,BXCM5771,1,5.0,06820-6210,Darien,SP
2025-10-13,BXCM5776,1,5.0,30319-4307,Atlanta,SP
2025-10-13,BXCM4493,1,697.5,91436-1408,Encino,
2025-10-13,BXCL1102,2,458.93,01950-3740,Newburyport,
2025-10-14,BXCM5023,1,1137.5,20186-7640,Warrenton,
2025-10-14,BXCM4536,1,664.5,28312-6602,fayetteville,
2025-10-14,BXCL1149,1,246.5,84108,Salt Lake City,
2025-10-14,BXCM5157,1,1214.5,77007-1444,Houston,
2025-10-14,BXCM5776,1,5.0,21842-3187,Ocean City,SP
2025-10-14,BXCM5771,1,5.0,80120-5511,littleton,SP
2025-10-14,BXCM5765,1,5.0,80120-5511,littleton,SP
2025-10-14,BXCM4596,1,433.5,29928,Hilton Head Island,
2025-10-14,BXCM3690,1,642.5,32081-7042,Ponte Vedra,B2B
2025-10-14,BXCM5757,1,5.0,02840-2725,Newport,SP
2025-10-14,BXCM5762,1,5.0,02840-2725,Newport,SP
2025-10-14,BXCM5758,1,5.0,02840-2725,Newport,SP
2025-10-14,BXCM5778,1,5.0,02840-2725,Newport,SP
2025-10-14,BXCM5769,1,5.0,02840-2725,Newport,SP
2025-10-14,BXCM5779,1,5.0,02840-2725,Newport,SP
2025-10-14,BXCL1609,1,422.5,60175-5003,St Charles,
2025-10-14,BXCM3690,1,642.5,60614-2418,Chicago,
2025-10-14,BXCM5157,1,1104.5,04009,Bridgton,B2B
2025-10-14,BXCM5057,1,824.0,66224-3657,Overland Park,
2025-10-14,BXCM1782,2,279.5,38614-2703,Clarksdale,
2025-10-14,BXCL1756,1,1027.5,03110-6130,Bedford,B2B
2025-10-14,BXCM1784,1,422.5,28468-0900,Sunset Beach,B2B
2025-10-14,BXCM1656,1,241.0,28468-0900,Sunset Beach,B2B
2025-10-14,BXCM4592,1,604.0,20005-5161,Washington,
2025-10-15,BXCM3765,1,994.5,31522-2637,Saint Simons Island,B2B
2025-10-15,BXCM3765,2,796.5,31522-2637,Saint Simons Island,B2B
2025-10-15,BXCM5043,1,0.0,21146-1429,Severna Park,SP
2025-10-15,BXCM1782,2,279.5,21666-2845,Stevensville,
2025-10-15,BXCM1783,1,367.5,21666-2845,Stevensville,
2025-10-15,BXCM5757,1,5.0,46217-4805,Indianapolis,SP
2025-10-15,BXCM5762,1,5.0,46217-4805,Indianapolis,SP
2025-10-15,BXCM5768,1,5.0,19348,Kennett Square,SP
2025-10-15,BXCM5755,1,5.0,19348,Kennett Square,SP
2025-10-15,BXCM5762,1,5.0,19348,Kennett Square,SP
2025-10-15,BXCM5774,1,5.0,19348,Kennett Square,SP
2025-10-15,BXCM5757,1,5.0,19348,Kennett Square,SP
2025-10-15,BXCM5778,1,5.0,19348,Kennett Square,SP
2025-10-15,BXCM5752,1,5.0,19348,Kennett Square,SP
2025-10-15,BXCL1175,1,395.0,98110-4062,Bainbridge Island,
2025-10-15,BXCM3686,1,917.5,60190-1743,Winfield,
2025-10-15,BXCM5712,1,1324.5,02766-2493,Norton,B2B
2025-10-15,BXCM5707,2,587.5,02766-2493,Norton,B2B
2025-10-15,BXCM5779,1,5.0,29920-3008,Saint Helena,SP
2025-10-15,BXCM1609,1,384.0,80550,Windsor,
2025-10-15,BXCM3907,1,1726.0,20904-5203,Silver Spring,
2025-10-15,BXCM5768,1,5.0,28211-3756,Charlotte,SP
2025-10-15,BXCM5766,1,5.0,28211-3756,Charlotte,SP
2025-10-15,BXCM5756,1,5.0,28211-3756,Charlotte,SP
2025-10-16,BXCM4532,4,296.0,34236,Sarasota,
2025-10-16,BXCM5153,1,550.0,57783-8621,Spearfish,
2025-10-16,BXCM4472,1,1049.5,70123-3522,River Ridge,
2025-10-16,BXCM1783,1,367.5,02129-1601,Boston,
2025-10-16,BXCM5157,1,1214.5,01760-4916,Natick,
2025-10-16,BXCM3690,1,587.5,30005-9010,Alpharetta,B2B
2025-10-16,BXCM5030,1,488.5,10570,Pleasantville,
2025-10-16,BXCM5754,1,5.0,93940-2529,Monterey,SP
2025-10-16,BXCM5768,1,5.0,93940-2529,Monterey,SP
2025-10-16,BXCM5769,1,5.0,93940-2529,Monterey,SP
2025-10-16,BXCM4525,1,268.5,33629-5323,Tampa,
2025-10-16,BXCM5153,1,550.0,02837-1949,Little Compton,
2025-10-16,BXCM4006,1,1104.5,27587-1503,Wake Forest,
2025-10-16,BXCL1753,1,444.5,27587-1503,Wake Forest,
2025-10-16,BXCL1784,1,554.5,27587-1503,Wake Forest,
2025-10-16,BXCM4493,1,697.5,70002-6202,Metairie,
2025-10-16,BXCM4244,1,593.0,02465-2509,West Newton,
2025-10-16,BXCM5776,1,5.0,75205-3137,Dallas,SP
2025-10-16,BXCM5755,1,5.0,75205-3137,Dallas,SP
2025-10-16,BXCM5770,1,5.0,75205-3137,Dallas,SP
2025-10-16,BXCM5766,1,5.0,75205-3137,Dallas,SP
2025-10-16,BXCM5765,1,5.0,75205-3137,Dallas,SP
2025-10-16,BXCM5777,1,5.0,30656-3365,Monroe,SP
2025-10-16,BXCM1655,1,1165.0,34119,Naples,B2B
2025-10-16,BXCM5403,1,521.5,85018-2351,Phoenix,B2B
2025-10-16,BXCM5763,1,5.0,48167-9287,Northville,SP
2025-10-16,BXCM5761,1,5.0,48167-9287,Northville,SP
2025-10-16,BXCM5767,1,5.0,48167-9287,Northville,SP
2025-10-16,BXCM5760,1,5.0,48167-9287,Northville,SP
2025-10-17,BXCM3790,1,161.1,95037,Morgan Hill,
2025-10-17,BXCM1782,1,279.5,32233-6957,Atlantic Beach,
2025-10-17,BXCM5777,1,5.0,61025-9579,East Dubuque,SP
2025-10-17,BXCM5766,1,5.0,61025-9579,East Dubuque,SP
2025-10-17,BXCM5756,1,5.0,61025-9579,East Dubuque,SP
2025-10-17,BXCM5776,1,5.0,01826-4937,Dracut,SP
2025-10-17,BXCM5765,1,5.0,01826-4937,Dracut,SP
2025-10-17,BXCM5770,1,5.0,01826-4937,Dracut,SP
2025-10-17,BXCM5768,1,5.0,01826-4937,Dracut,SP
2025-10-17,BXCM5772,1,5.0,01826-4937,Dracut,SP
2025-10-17,BXCM5755,1,5.0,01826-4937,Dracut,SP
2025-10-17,BXCM5774,1,5.0,01826-4937,Dracut,SP
2025-10-17,BXCM5758,1,5.0,01826-4937,Dracut,SP
2025-10-17,BXCM5756,1,5.0,01826-4937,Dracut,SP
2025-10-17,BXCM5766,1,5.0,01826-4937,Dracut,SP
2025-10-17,BXCM5769,1,5.0,01826-4937,Dracut,SP
2025-10-17,BXCM5778,1,5.0,01826-4937,Dracut,SP
2025-10-17,BXCM5043,1,0.0,31406-4973,SAVANNAH,SP
2025-10-17,BXCM1679,1,851.5,60201,Evanston,
2025-10-17,BXCM5760,1,5.0,11787-1606,Smithtown,SP
2025-10-17,BXCM5778,1,5.0,11787-1606,Smithtown,SP
2025-10-17,BXCM5756,1,5.0,19355-3432,Malvern,SP
2025-10-17,BXCM5776,1,5.0,19355-3432,Malvern,SP
2025-10-17,BXCM5758,1,5.0,19355-3432,Malvern,SP
2025-10-17,BXCM5779,1,5.0,19355-3432,Malvern,SP
2025-10-17,BXCM5157,1,1214.5,29605-1942,Greenville,
2025-10-17,BXCM5098,1,664.5,48187-4443,Canton,
2025-10-17,BXCM5152,2,191.5,10601-3335,White Plains,
2025-10-17,BXCM4494,1,1214.5,49067,Marcellus,
2025-10-18,BXCM4006,1,1269.5,29910-4981,Bluffton,
2025-10-18,BXCM5756,1,5.0,77554,Galveston,SP
2025-10-18,BXCM5776,1,5.0,77554,Galveston,SP
2025-10-18,BXCM5155,1,554.5,33014-6221,Miami Lakes,B2B
2025-10-18,BXCM1783,1,367.5,02050,Ocean Bluff,
2025-10-18,BXCM5777,1,5.0,06107-1326,West Hartford,SP
2025-10-18,BXCM5758,1,5.0,06107-1326,West Hartford,SP
2025-10-18,BXCM5767,1,5.0,06107-1326,West Hartford,SP
2025-10-18,BXCM5763,1,5.0,06107-1326,West Hartford,SP
2025-10-18,BXCM1652,1,1022.0,34110,Naples,B2B
2025-10-18,BXCM1016,1,466.5,33460-2704,Lake Worth Beach,
2025-10-18,BXCM5774,1,5.0,75225-7928,Dallas,SP
2025-10-18,BXCM5766,1,5.0,75225-7928,Dallas,SP
2025-10-18,BXCM5755,1,5.0,75225-7928,Dallas,SP
2025-10-18,BXCM1822,2,290.5,01938-2627,Ipswich,
2025-10-18,BXCM5778,1,5.0,31312-5946,Guyton,SP
2025-10-18,BXCM5759,1,5.0,31312-5946,Guyton,SP
2025-10-18,BXCM5768,1,5.0,31312-5946,Guyton,SP
2025-10-18,BXCM5756,1,5.0,31312-5946,Guyton,SP
2025-10-18,BXCM5765,1,5.0,30506,Gainesville,SP
2025-10-18,BXCM5777,1,5.0,30506,Gainesville,SP
2025-10-18,BXCM5778,1,5.0,30506,Gainesville,SP
2025-10-18,BXCM5757,1,5.0,30506,Gainesville,SP
2025-10-18,BXCM5778,1,5.0,02739-2428,Mattapoisett,SP
2025-10-18,BXCM1655,1,945.0,02481-6727,Wellesley Hills,
2025-10-18,BXCM5136,1,975.0,02481-6727,Wellesley Hills,
2025-10-18,BXCM5779,1,5.0,02739-2428,Mattapoisett,SP
2025-10-18,BXCM5758,1,5.0,02739-2428,Mattapoisett,SP
2025-10-18,BXCM5754,1,5.0,29412-9180,Charleston,SP
2025-10-18,BXCM5779,1,5.0,29412-9180,Charleston,SP
2025-10-18,BXCM5758,1,5.0,29412-9180,Charleston,SP
2025-10-18,BXCM5778,1,5.0,29412-9180,Charleston,SP
2025-10-18,BXCM5767,1,5.0,37215-2901,Nashville,SP
2025-10-18,BXCM5761,1,5.0,37215-2901,Nashville,SP
2025-10-18,BXCM5759,1,5.0,02840-2725,Newport,SP
2025-10-18,BXCM5758,1,5.0,11768-1575,Northport,SP
2025-10-18,BXCM5157,1,1214.5,19446-4507,Lansdale,
2025-10-18,BXCM1782,1,279.5,10475,Bronx,
2025-10-18,BXCL1786,1,642.5,92037-3014,La Jolla,
2025-10-19,BXCM5774,1,5.0,21218-1754,Baltimore,SP
2025-10-19,BXCM5756,1,5.0,21218-1754,Baltimore,SP
2025-10-19,BXCM5755,1,5.0,21218-1754,Baltimore,SP
2025-10-19,BXCM5768,1,5.0,21218-1754,Baltimore,SP
2025-10-19,BXCM5777,1,5.0,58078,West Fargo,SP
2025-10-19,BXCM5755,1,5.0,58078,West Fargo,SP
2025-10-19,BXCL1641,1,1137.5,44870-5996,Sandusky,B2B
2025-10-19,BXCM1634,1,268.5,11050-1204,Sands Point,
2025-10-19,BXCM1604,1,384.0,11771-2704,Oyster Bay,
2025-10-19,BXCL1785,2,356.5,34112,Naples,
2025-10-19,BXCM5774,1,5.0,28207-2238,Charlotte,SP
2025-10-19,BXCM5768,1,5.0,28207-2238,Charlotte,SP
2025-10-19,BXCM5753,1,5.0,28207-2238,Charlotte,SP
2025-10-19,BXCM1652,1,1022.0,12603-5509,Poughkeepsie,
2025-10-19,BXCM5768,1,5.0,32968-2451,Vero Beach,SP
2025-10-19,BXCM5763,1,5.0,32968-2451,Vero Beach,SP
2025-10-19,BXCM5757,1,5.0,32968-2451,Vero Beach,SP
2025-10-19,BXCM5756,1,5.0,32968-2451,Vero Beach,SP
2025-10-19,BXCM5762,1,5.0,32968-2451,Vero Beach,SP
2025-10-19,BXCM5767,1,5.0,32968-2451,Vero Beach,SP
2025-10-19,BXCL1772,2,312.5,77833-7227,Brenham,
2025-10-19,BXCM5155,1,554.5,77833-7227,Brenham,
2025-10-19,BXCM4006,1,1269.5,29673-6736,Piedmont,B2B
2025-10-19,BXCM3765,1,994.5,23188-8046,Williamsburg,B2B
2025-10-20,BXCM1655,1,1165.0,49506-6561,Grand Rapids,B2B
2025-10-20,BXCL1175,1,428.0,30327-3024,Atlanta,
2025-10-20,BXCM5157,1,1214.5,37205-3402,Nashville,
2025-10-20,BXCM5043,1,0.0,23188-8806,Williamsburg,SP
2025-10-20,BXCM3765,1,994.5,11971-4211,Southold,B2B
2025-10-20,BXCM5642,4,384.0,91362,Thousand Oaks,
2025-10-20,BXCM5483,1,1038.5,28405-0200,Wilmington,B2B
2025-10-20,BXCM5023,1,1192.5,28405-0200,Wilmington,B2B
2025-10-20,BXCM5763,1,5.0,53092-3522,Mequon,SP
2025-10-20,BXCM5760,1,5.0,53092-3522,Mequon,SP
2025-10-20,BXCM5767,1,5.0,53092-3522,Mequon,SP
2025-10-20,BXCM5755,1,5.0,53092-3522,Mequon,SP
2025-10-20,BXCM5769,1,5.0,53092-3522,Mequon,SP
2025-10-20,BXCM5762,1,5.0,53092-3522,Mequon,SP
2025-10-20,BXCM5768,1,5.0,53092-3522,Mequon,SP
2025-10-20,BXCM5770,1,5.0,53092-3522,Mequon,SP
2025-10-20,BXCM5761,1,5.0,53092-3522,Mequon,SP
2025-10-20,BXCL1656,1,1005.5,33480,Palm Beach,
2025-10-20,BXCM5769,1,5.0,33418-6846,Palm Beach Gardens,SP
2025-10-20,BXCM5766,1,5.0,33418-6846,Palm Beach Gardens,SP
2025-10-20,BXCM5776,1,5.0,33418-6846,Palm Beach Gardens,SP
2025-10-20,BXCM1606,1,395.0,12065-2650,Clifton Park,
2025-10-20,BXCM5157,1,1104.5,60187,Wheaton,
2025-10-20,BXCM5754,1,5.0,77079,Houston,SP
2025-10-20,BXCM5779,1,5.0,77079,Houston,SP
2025-10-20,BXCM5777,1,5.0,77079,Houston,SP
2025-10-20,BXCM3765,2,796.5,46077-1963,Zionsville,
2025-10-20,BXCM3765,1,994.5,29407-7518,Charleston,
2025-10-21,BXCM5043,1,0.0,29036-6141,Chapin,SP
2025-10-21,BXCM3649,1,0.0,29036-6141,Chapin,SP
2025-10-21,BXCM5774,1,5.0,53092-3522,Mequon,SP
2025-10-21,BXCM4523,1,367.5,40207-1802,Rolling Fields,
2025-10-21,BXCM1676,1,560.0,21230-4022,Baltimore,
2025-10-21,BXCM5762,1,5.0,23113-4404,Midlothian,SP
2025-10-21,BXCM5770,1,5.0,23113-4404,Midlothian,SP
2025-10-21,BXCM5755,1,5.0,23113-4404,Midlothian,SP
2025-10-21,BXCM5043,1,0.0,34787-8515,Winter Garden,SP
2025-10-21,BXCM3765,1,994.5,36603-6202,Mobile,B2B
2025-10-21,BXCM3765,1,994.5,49301-7952,Ada,
2025-10-21,BXCM3765,1,994.5,40026-8700,Goshen,
2025-10-21,BXCL1175,1,395.0,08723,Brick,
2025-10-21,BXCM5756,1,5.0,34112-7531,Naples,SP
2025-10-21,BXCM5758,1,5.0,34112-7531,Naples,SP
2025-10-21,BXCM5766,1,5.0,34112-7531,Naples,SP
2025-10-21,BXCM5759,1,5.0,34112-7531,Naples,SP
2025-10-21,BXCM5708,1,983.5,02766-2493,Norton,B2B
2025-10-21,BXCM1667,1,417.0,85205-8438,Mesa,
2025-10-21,BXCL1172,1,422.5,40422-3216,Danville,
2025-10-21,BXCM5757,1,5.0,04051,Lovell,SP
2025-10-21,BXCM5762,1,5.0,04051,Lovell,SP
2025-10-21,BXCM5754,1,5.0,04051,Lovell,SP
2025-10-21,BXCM5778,1,5.0,33131,Miami,SP
2025-10-21,BXCM5754,1,5.0,33131,Miami,SP
2025-10-21,BXCM5779,1,5.0,33131,Miami,SP
2025-10-21,BXCM1655,1,945.0,90023-3213,Los Angeles,B2B
2025-10-21,BXCM4494,1,1214.5,34120,Naples,
2025-10-22,BXCM4490,1,395.0,11414,Howard Beach,
2025-10-22,BXCM5157,1,1214.5,06468-1346,Monroe,B2B
2025-10-22,BXCM1810,1,631.5,20886-5658,Montgomery Village,
2025-10-22,BXCM4489,1,1242.0,34957,Jensen Beach,B2B
2025-10-22,BXCM3690,1,642.5,06896-3302,Redding,
2025-10-22,BXCM4486,1,433.5,P1L 1C1,BRACEBRIDGE,B2B
2025-10-22,BXCM5759,1,5.0,34229-3203,Osprey,SP
2025-10-22,BXCM5757,1,5.0,34229-3203,Osprey,SP
2025-10-22,BXCM1652,1,1022.0,40207-1910,Louisville,
2025-10-22,BXCM1656,1,241.0,33408,North Palm Beach,B2B
2025-10-22,BXCM5023,1,1302.5,95834-2704,SACRAMENTO,
2025-10-22,BXCM1657,1,444.5,93109-1569,Santa Barbara,
2025-10-22,BXCM1656,1,241.0,94549-5100,Lafayette,
2025-10-22,BXCM1655,1,945.0,94549-5100,Lafayette,
2025-10-22,BXCM1653,1,1203.5,94549-5100,Lafayette,
2025-10-22,BXCM1657,2,444.5,94549-5100,Lafayette,
2025-10-22,BXCM4525,1,257.5,60045-2641,Lake Forest,
2025-10-22,BXCL1786,1,642.5,33138-3483,Miami,
2025-10-22,BXCM4256,1,906.5,33981-3200,Port Charlotte,
2025-10-22,BXCM5149,2,367.5,11106-4806,Long Island city,
2025-10-22,BXCM1604,1,384.0,68007-2840,Bennington,
2025-10-22,BXCM1669,4,219.0,36526-6227,Daphne,
2025-10-22,BXCM5155,2,334.5,33021-1843,Hollywood,B2B
2025-10-22,BXCM1782,2,279.5,75229-3010,Dallas,
2025-10-22,BXCM5057,2,697.5,56031-3139,Fairmont,
2025-10-22,BXCM5766,1,5.0,23103,Manakin Sabot,SP
2025-10-22,BXCM5776,1,5.0,23103,Manakin Sabot,SP
2025-10-22,BXCM5776,1,5.0,33410-1469,Palm Beach Gardens,SP
2025-10-22,BXCM5766,1,5.0,33410-1469,Palm Beach Gardens,SP
2025-10-22,BXCM5769,1,5.0,33410-1469,Palm Beach Gardens,SP
2025-10-22,BXCM4494,1,1214.5,92081-8421,Vista,B2B
2025-10-23,BXCM5043,1,0.0,70125-4027,New Orleans,SP
2025-10-23,BXCM3790,2,134.7,30277,Sharpsburg,B2B
2025-10-23,BXCM1634,1,268.5,18104-3382,Allentown,
2025-10-23,BXCM1783,1,367.5,37215-1420,Nashville,B2B
2025-10-23,BXCM5157,1,1214.5,21620-4712,Chestertown,
2025-10-23,BXCM1653,1,1203.5,32751-5730,Maitland,B2B
2025-10-23,BXCM5043,1,0.0,07508-2792,North Haledon,SP
2025-10-23,BXCM5157,1,1214.5,29611-7953,Greenville,B2B
2025-10-23,BXCM3690,1,587.5,77055-2204,Houston,B2B
2025-10-23,BXCM3765,1,1126.5,12866-2611,Saratoga Springs,
2025-10-23,BXCM5776,1,5.0,66211,Leawood,SP
2025-10-23,BXCM5756,1,5.0,66211,Leawood,SP
2025-10-23,BXCM1634,7,268.5,75220-6308,Dallas,
2025-10-23,BXCM1782,1,279.5,01760-4113,Natick,B2B
2025-10-23,BXCM1634,4,290.5,44132-2612,Euclid,B2B
2025-10-24,BXCM5755,1,5.0,92011-4652,Carlsbad,SP
2025-10-24,BXCM5761,1,5.0,92011-4652,Carlsbad,SP
2025-10-24,BXCM5043,1,0.0,92011-4652,Carlsbad,SP
2025-10-24,BXCM5770,1,5.0,92011-4652,Carlsbad,SP
2025-10-24,BXCM5763,1,5.0,28409-2369,Wilmington,SP
2025-10-24,BXCM5761,1,5.0,28409-2369,Wilmington,SP
2025-10-24,BXCM5776,1,5.0,28409-2369,Wilmington,SP
2025-10-24,BXCM3765,1,994.5,30306-4435,Atlanta,
2025-10-24,BXCM1676,1,560.0,01453-1784,Leominster,
2025-10-24,BXCM1676,1,560.0,01453-1784,Leominster,
2025-10-24,BXCL1511,1,1016.5,01453-1784,Leominster,
2025-10-24,BXCL1520,2,604.0,01453-1784,Leominster,
2025-10-24,BXCM5149,1,367.5,02492-4242,Needham,B2B
2025-10-24,BXCM5769,1,5.0,02540-3810,Falmouth,SP
2025-10-24,BXCM5776,1,5.0,02540-3810,Falmouth,SP
2025-10-24,BXCM5777,1,5.0,02540-3810,Falmouth,SP
2025-10-24,BXCM5765,1,5.0,02540-3810,Falmouth,SP
2025-10-24,BXCM5766,1,5.0,02540-3810,Falmouth,SP
2025-10-24,BXCM5157,1,1104.5,92603-0426,Irvine,
2025-10-24,BXCM5043,1,0.0,76051-1008,Grapevine,SP
2025-10-24,BXCM5043,1,0.0,01440-2362,Gardner,SP
2025-10-24,BXCM5539,1,2485.0,92833-2512,Fullerton,B2B
2025-10-24,BXCM5005,1,499.5,83616-4075,Eagle,
2025-10-24,BXCM5539,1,2485.0,92833-2512,Fullerton,B2B
2025-10-24,BXCM4534,1,1137.5,33458-8344,Jupiter,
2025-10-24,BXCM1782,1,279.5,32952,Merritt Island,
2025-10-25,BXCM5043,1,0.0,92009-1739,Carlsbad,SP
2025-10-25,BXCM5155,1,444.5,32459-8097,Santa Rosa Beach,
2025-10-25,BXCM5774,1,5.0,06820-4821,Darien,SP
2025-10-25,BXCM5769,1,5.0,06820-4821,Darien,SP
2025-10-25,BXCM5766,1,5.0,06820-4821,Darien,SP
2025-10-25,BXCM5768,1,5.0,06820-4821,Darien,SP
2025-10-25,BXCM5759,1,5.0,16123-3025,Fombell,SP
2025-10-25,BXCM5772,1,5.0,16123-3025,Fombell,SP
2025-10-25,BXCM5776,1,5.0,16123-3025,Fombell,SP
2025-10-25,BXCM5777,1,5.0,16123-3025,Fombell,SP
2025-10-25,BXCM5766,1,5.0,16123-3025,Fombell,SP
2025-10-25,BXCM5756,1,5.0,16123-3025,Fombell,SP
2025-10-25,BXCM5758,1,5.0,16123-3025,Fombell,SP
2025-10-25,BXCM1634,10,263.0,02421-5630,Lexington,
2025-10-25,BXCM3960,1,241.0,28215,Charlotte,
2025-10-25,BXCM5766,1,5.0,77024-5010,Bunker Hill Village,SP
2025-10-25,BXCM5157,1,1214.5,92562-8731,Murrieta,
2025-10-25,BXCM4482,1,851.5,08008-3435,Beach Haven,
2025-10-25,BXCM4607,1,604.0,33131,Miami,
2025-10-25,BXCM1606,1,395.0,28451-6107,Leland,
2025-10-25,BXCM1633,1,290.5,32963-4717,Vero Beach,
2025-10-25,BXCM1016,1,466.5,06830,Greenwich,
2025-10-26,BXCM5757,1,5.0,70503-4450,Lafayette,SP
2025-10-26,BXCM5762,1,5.0,70503-4450,Lafayette,SP
2025-10-26,BXCM5778,1,5.0,70503-4450,Lafayette,SP
2025-10-26,BXCM5767,1,5.0,70503-4450,Lafayette,SP
2025-10-26,BXCM1655,2,769.0,34119-8459,Naples,
2025-10-26,BXCM4492,1,1023.75,49060-9766,Hickory Corners,
2025-10-26,BXCM5774,1,5.0,43064-9365,Plain City,SP
2025-10-26,BXCM5769,1,5.0,43064-9365,Plain City,SP
2025-10-26,BXCM5768,1,5.0,43064-9365,Plain City,SP
2025-10-26,BXCM4489,1,895.05,75205-3137,Dallas,
2025-10-26,BXCM4486,2,380.25,75205-3137,Dallas,
2025-10-26,BXCM5157,1,1093.05,30750,Lookout Mountain,
2025-10-26,BXCM1784,1,380.25,33418-7026,Palm Beach Gardens,
2025-10-26,BXCM1783,1,330.75,02642,Eastham,
2025-10-26,BXCM1655,1,850.5,08202,Avalon,B2B
2025-10-26,BXCM5763,1,5.0,48236-1037,Grosse Pointe Woods,SP
2025-10-26,BXCM5767,1,5.0,48236-1037,Grosse Pointe Woods,SP
2025-10-26,BXCM5762,1,5.0,48236-1037,Grosse Pointe Woods,SP
2025-10-26,BXCM5761,1,5.0,48236-1037,Grosse Pointe Woods,SP
2025-10-26,BXCM5136,1,751.5,08540-3002,Princeton,
2025-10-26,BXCM5157,1,1093.05,78132-0219,New Braunfels,
2025-10-26,BXCM5135,1,629.1,70508-6944,Lafayette,
2025-10-26,BXCM1604,1,345.6,49546-7523,Grand Rapids,
2025-10-26,BXCM1647,1,256.5,49546-7523,Grand Rapids,
2025-10-26,BXCM4487,1,449.55,40222-5340,louisville,
2025-10-26,BXCM4534,1,1023.75,32827-7699,Orlando,
2025-10-26,BXCL1685,4,187.2,32827-7699,Orlando,
2025-10-26,BXCL1551,1,875.25,29135-8466,Saint Matthews,
2025-10-26,BXCL1551,1,1033.65,19966-4461,Millsboro,
2025-10-26,BXCM4774,1,835.65,29941-3002,Sheldon,
2025-10-26,BXCM1617,1,796.05,53147-4119,Lake Geneva,
2025-10-26,BXCM2359,1,578.25,29412-8271,Charleston,
2025-10-26,BXCM1667,1,375.3,32102-2232,Astor,
2025-10-26,BXCM4006,1,1142.55,57006-2044,Brookings,
2025-10-26,BXCM5759,1,5.0,83014-9707,Wilson,SP
2025-10-26,BXCM5754,1,5.0,83014-9707,Wilson,SP
2025-10-26,BXCM5777,1,5.0,83014-9707,Wilson,SP
2025-10-26,BXCM5778,1,5.0,83014-9707,Wilson,SP
2025-10-26,BXCM5758,1,5.0,83014-9707,Wilson,SP
2025-10-26,BXCM5779,1,5.0,83014-9707,Wilson,SP
2025-10-26,BXCM5755,1,5.0,83014-9707,Wilson,SP
2025-10-26,BXCM5768,1,5.0,83014-9707,Wilson,SP
2025-10-26,BXCM2380,1,306.0,92692-4744,Mission Viejo,
2025-10-27,BXCM1604,1,345.6,20176,Leesburg,
2025-10-27,BXCM4528,1,182.25,34987-6967,Port Saint Lucie,
2025-10-27,BXCM1604,1,345.6,01569-2630,Uxbridge,
2025-10-27,BXCM3777,1,360.45,30214-4507,Fayetteville,B2B
2025-10-27,BXCM3777,1,360.45,30214-4507,Fayetteville,B2B
2025-10-27,BXCL1785,1,320.85,32309-9656,Tallahassee,
2025-10-27,BXCM4831,2,622.8,37027-5111,Brentwood,
2025-10-27,BXCM1653,1,1083.15,90278,Redondo Beach,
2025-10-27,BXCM1667,1,375.3,68118-2354,Omaha,
2025-10-27,BXCM5043,1,0.0,80020-6767,Broomfield,SP
2025-10-27,BXCM5757,1,5.0,23322-9016,Chesapeake,SP
