Date,sku_id,category,units sold,promotions,customers_visits,conversion_rate,unit_price,stock_in_hand,is_holiday,is_week_before_holiday
2025-11-15,807-020H/AGEDBARREL,Headboards,10,Off Promotion,390,0.0256,317.775,13.0,0,0
2025-11-16,807-020H/AGEDBARREL,Headboards,23,On Promotion,392,0.0587,317.775,26.0,0,0
2025-11-17,807-020H/AGEDBARREL,Headboards,10,On Promotion,339,0.0295,317.775,13.0,0,0
2025-11-18,807-020H/AGEDBARREL,Headboards,7,Off Promotion,215,0.0326,317.775,10.0,0,0
2025-11-19,807-020H/AGEDBARREL,Headboards,7,Off Promotion,264,0.0265,317.775,10.0,0,0
2025-11-20,807-020H/AGEDBARREL,Headboards,11,On Promotion,308,0.0357,317.775,14.0,0,0
2025-11-21,807-020H/AGEDBARREL,Headboards,7,Off Promotion,288,0.0243,317.775,10.0,0,0
2025-11-22,807-020H/AGEDBARREL,Headboards,9,Off Promotion,418,0.0215,317.775,12.0,0,0
2025-11-23,807-020H/AGEDBARREL,Headboards,9,Off Promotion,363,0.0248,317.775,12.0,0,0
2025-11-24,807-020H/AGEDBARREL,Headboards,8,Off Promotion,308,0.026,317.775,11.0,0,0
2025-11-25,807-020H/AGEDBARREL,Headboards,7,Off Promotion,349,0.0201,317.775,10.0,0,0
2025-11-26,807-020H/AGEDBARREL,Headboards,15,On Promotion,175,0.0857,317.775,18.0,0,0
2025-11-27,807-020H/AGEDBARREL,Headboards,7,Off Promotion,307,0.0228,317.775,10.0,0,0
2025-11-28,807-020H/AGEDBARREL,Headboards,6,Off Promotion,324,0.0185,317.775,9.0,0,1
2025-11-29,807-020H/AGEDBARREL,Headboards,20,On Promotion,266,0.0752,317.775,23.0,0,1
2025-11-30,807-020H/AGEDBARREL,Headboards,19,On Promotion,407,0.0467,317.775,22.0,0,1
2025-12-01,807-020H/AGEDBARREL,Headboards,6,Off Promotion,327,0.0183,317.775,9.0,0,1
2025-12-02,807-020H/AGEDBARREL,Headboards,5,Off Promotion,266,0.0188,317.775,8.0,0,1
2025-12-03,807-020H/AGEDBARREL,Headboards,6,Off Promotion,284,0.0211,317.775,9.0,0,1
2025-12-04,807-020H/AGEDBARREL,Headboards,6,Off Promotion,257,0.0233,317.775,9.0,0,1
2025-12-05,807-020H/AGEDBARREL,Headboards,35,On Promotion,684,0.0512,317.775,38.0,1,0
2025-12-06,807-020H/AGEDBARREL,Headboards,17,On Promotion,286,0.0594,317.775,20.0,0,0
2025-12-07,807-020H/AGEDBARREL,Headboards,9,Off Promotion,475,0.0189,317.775,12.0,0,0
2025-12-08,807-020H/AGEDBARREL,Headboards,7,Off Promotion,298,0.0235,317.775,10.0,0,0
2025-12-09,807-020H/AGEDBARREL,Headboards,10,On Promotion,280,0.0357,317.775,13.0,0,0
2025-12-10,807-020H/AGEDBARREL,Headboards,8,Off Promotion,339,0.0236,317.775,11.0,0,0
2025-12-11,807-020H/AGEDBARREL,Headboards,7,Off Promotion,221,0.0317,317.775,10.0,0,0
2023-12-12,807-021H/FROSTWHITE,Headboards,85,On Promotion,614,0.1384,422.27,277.0,0,1
2023-12-13,807-021H/FROSTWHITE,Headboards,20,On Promotion,313,0.0639,422.27,192.0,1,0
2023-12-14,807-021H/FROSTWHITE,Headboards,27,On Promotion,307,0.0879,422.27,172.0,0,0
2023-12-15,807-021H/FROSTWHITE,Headboards,17,Off Promotion,345,0.0493,422.27,145.0,0,0
2023-12-16,807-021H/FROSTWHITE,Headboards,30,On Promotion,515,0.0583,422.27,128.0,0,0
2023-12-17,807-021H/FROSTWHITE,Headboards,26,On Promotion,362,0.0718,422.27,98.0,0,0
2023-12-18,807-021H/FROSTWHITE,Headboards,26,On Promotion,334,0.0778,422.27,72.0,0,0
2023-12-19,807-021H/FROSTWHITE,Headboards,15,Off Promotion,264,0.0568,422.27,46.0,0,0
2023-12-20,807-021H/FROSTWHITE,Headboards,16,Off Promotion,178,0.0899,422.27,31.0,0,1
2023-12-21,807-021H/FROSTWHITE,Headboards,14,Off Promotion,283,0.0495,422.27,15.0,0,1
2023-12-22,807-021H/FROSTWHITE,Headboards,17,Off Promotion,416,0.0409,422.27,159.0,0,1
2023-12-23,807-021H/FROSTWHITE,Headboards,21,Off Promotion,405,0.0519,422.27,142.0,0,1
2023-12-24,807-021H/FROSTWHITE,Headboards,13,Off Promotion,260,0.05,422.27,121.0,0,1
2023-12-25,807-021H/FROSTWHITE,Headboards,27,On Promotion,371,0.0728,422.27,108.0,0,1
2023-12-26,807-021H/FROSTWHITE,Headboards,16,Off Promotion,356,0.0449,422.27,81.0,0,1
2023-12-27,807-021H/FROSTWHITE,Headboards,13,Off Promotion,221,0.0588,422.27,65.0,1,0
2023-12-28,807-021H/FROSTWHITE,Headboards,13,Off Promotion,340,0.0382,422.27,52.0,0,0
2023-12-29,807-021H/FROSTWHITE,Headboards,20,Off Promotion,329,0.0608,422.27,39.0,0,0
2023-12-30,807-021H/FROSTWHITE,Headboards,19,Off Promotion,391,0.0486,422.27,22.0,0,0
2023-12-31,807-021H/FROSTWHITE,Headboards,61,On Promotion,497,0.1227,422.27,64.0,0,0
2024-01-01,807-021H/FROSTWHITE,Headboards,12,Off Promotion,387,0.031,422.27,15.0,0,0
2024-01-02,807-021H/FROSTWHITE,Headboards,24,On Promotion,313,0.0767,422.27,27.0,0,0
2024-01-03,807-021H/FROSTWHITE,Headboards,13,Off Promotion,277,0.0469,422.27,16.0,0,0
2024-01-04,807-021H/FROSTWHITE,Headboards,34,On Promotion,341,0.0997,422.27,37.0,0,0
2024-01-05,807-021H/FROSTWHITE,Headboards,20,Off Promotion,298,0.0671,422.27,23.0,0,0
2024-01-06,807-021H/FROSTWHITE,Headboards,19,Off Promotion,425,0.0447,422.27,22.0,0,0
2024-01-07,807-021H/FROSTWHITE,Headboards,13,Off Promotion,331,0.0393,422.27,16.0,0,0
2024-01-08,807-021H/FROSTWHITE,Headboards,14,Off Promotion,332,0.0422,422.27,17.0,0,0
2024-01-09,807-021H/FROSTWHITE,Headboards,13,Off Promotion,286,0.0455,422.27,16.0,0,0
2024-01-10,807-021H/FROSTWHITE,Headboards,13,Off Promotion,365,0.0356,422.27,16.0,0,0
2024-01-11,807-021H/FROSTWHITE,Headboards,11,Off Promotion,279,0.0394,422.27,14.0,0,0
2024-01-12,807-021H/FROSTWHITE,Headboards,18,Off Promotion,349,0.0516,422.27,21.0,0,0
2024-01-13,807-021H/FROSTWHITE,Headboards,43,On Promotion,306,0.1405,422.27,46.0,0,0
2024-01-14,807-021H/FROSTWHITE,Headboards,11,Off Promotion,279,0.0394,422.27,14.0,0,0
2024-01-15,807-021H/FROSTWHITE,Headboards,14,Off Promotion,276,0.0507,422.27,17.0,0,0
2024-01-16,807-021H/FROSTWHITE,Headboards,23,On Promotion,282,0.0816,422.27,26.0,0,0
2024-01-17,807-021H/FROSTWHITE,Headboards,26,On Promotion,279,0.0932,422.27,29.0,0,0
2024-01-18,807-021H/FROSTWHITE,Headboards,14,Off Promotion,423,0.0331,422.27,17.0,0,0
2024-01-19,807-021H/FROSTWHITE,Headboards,20,Off Promotion,385,0.0519,422.27,23.0,0,0
2024-01-20,807-021H/FROSTWHITE,Headboards,18,Off Promotion,451,0.0399,422.27,21.0,0,0
2024-01-21,807-021H/FROSTWHITE,Headboards,15,Off Promotion,345,0.0435,422.27,18.0,0,0
2024-01-22,807-021H/FROSTWHITE,Headboards,14,Off Promotion,365,0.0384,422.27,17.0,0,0
2024-01-23,807-021H/FROSTWHITE,Headboards,14,Off Promotion,284,0.0493,422.27,17.0,0,0
2024-01-24,807-021H/FROSTWHITE,Headboards,11,Off Promotion,353,0.0312,422.27,14.0,0,1
2024-01-25,807-021H/FROSTWHITE,Headboards,13,Off Promotion,286,0.0455,422.27,16.0,0,1
2024-01-26,807-021H/FROSTWHITE,Headboards,19,Off Promotion,361,0.0526,422.27,22.0,0,1
2024-01-27,807-021H/FROSTWHITE,Headboards,18,Off Promotion,358,0.0503,422.27,21.0,0,1
2024-01-28,807-021H/FROSTWHITE,Headboards,97,On Promotion,774,0.1253,422.27,100.0,0,1
2024-01-29,807-021H/FROSTWHITE,Headboards,24,On Promotion,244,0.0984,422.27,27.0,0,1
2024-01-30,807-021H/FROSTWHITE,Headboards,14,Off Promotion,400,0.035,422.27,17.0,0,1
2024-01-31,807-021H/FROSTWHITE,Headboards,24,On Promotion,327,0.0734,422.27,27.0,1,0
2024-02-01,807-021H/FROSTWHITE,Headboards,14,Off Promotion,315,0.0444,422.27,17.0,0,0
2024-02-02,807-021H/FROSTWHITE,Headboards,31,On Promotion,409,0.0758,422.27,34.0,0,0
2024-02-03,807-021H/FROSTWHITE,Headboards,16,Off Promotion,414,0.0386,422.27,19.0,0,0
2024-02-04,807-021H/FROSTWHITE,Headboards,28,On Promotion,290,0.0966,422.27,31.0,0,0
2024-02-05,807-021H/FROSTWHITE,Headboards,15,Off Promotion,267,0.0562,422.27,18.0,0,0
2024-02-06,807-021H/FROSTWHITE,Headboards,14,Off Promotion,258,0.0543,422.27,17.0,0,0
2024-02-07,807-021H/FROSTWHITE,Headboards,24,On Promotion,246,0.0976,422.27,27.0,0,0
2024-02-08,807-021H/FROSTWHITE,Headboards,12,Off Promotion,254,0.0472,422.27,15.0,0,0
2024-02-09,807-021H/FROSTWHITE,Headboards,30,On Promotion,380,0.0789,422.27,33.0,0,0
2024-02-10,807-021H/FROSTWHITE,Headboards,18,Off Promotion,405,0.0444,422.27,21.0,0,0
2024-02-11,807-021H/FROSTWHITE,Headboards,19,On Promotion,180,0.1056,422.27,22.0,0,0
2024-02-12,807-021H/FROSTWHITE,Headboards,15,Off Promotion,325,0.0462,422.27,18.0,0,0
2024-02-13,807-021H/FROSTWHITE,Headboards,15,Off Promotion,303,0.0495,422.27,18.0,0,0
2024-02-14,807-021H/FROSTWHITE,Headboards,13,Off Promotion,348,0.0374,422.27,16.0,0,0
2024-02-15,807-021H/FROSTWHITE,Headboards,28,On Promotion,250,0.112,422.27,31.0,0,0
2024-02-16,807-021H/FROSTWHITE,Headboards,15,Off Promotion,351,0.0427,422.27,18.0,0,0
2024-02-17,807-021H/FROSTWHITE,Headboards,31,On Promotion,345,0.0899,422.27,34.0,0,0
2024-02-18,807-021H/FROSTWHITE,Headboards,13,Off Promotion,394,0.033,422.27,16.0,0,0
2024-02-19,807-021H/FROSTWHITE,Headboards,15,Off Promotion,281,0.0534,422.27,18.0,0,0
2024-02-20,807-021H/FROSTWHITE,Headboards,24,On Promotion,308,0.0779,422.27,27.0,0,0
2024-02-21,807-021H/FROSTWHITE,Headboards,14,Off Promotion,339,0.0413,422.27,17.0,0,0
2024-02-22,807-021H/FROSTWHITE,Headboards,15,Off Promotion,385,0.039,422.27,18.0,0,0
2024-02-23,807-021H/FROSTWHITE,Headboards,33,On Promotion,356,0.0927,422.27,36.0,0,0
2024-02-24,807-021H/FROSTWHITE,Headboards,37,On Promotion,420,0.0881,422.27,40.0,0,0
2024-02-25,807-021H/FROSTWHITE,Headboards,14,Off Promotion,306,0.0458,422.27,17.0,0,0
2024-02-26,807-021H/FROSTWHITE,Headboards,36,On Promotion,334,0.1078,422.27,39.0,0,0
2024-02-27,807-021H/FROSTWHITE,Headboards,14,Off Promotion,289,0.0484,422.27,17.0,0,0
2024-02-28,807-021H/FROSTWHITE,Headboards,27,On Promotion,223,0.1211,422.27,30.0,0,0
2024-02-29,807-021H/FROSTWHITE,Headboards,14,Off Promotion,296,0.0473,422.27,17.0,0,0
2024-03-01,807-021H/FROSTWHITE,Headboards,19,Off Promotion,408,0.0466,422.27,22.0,0,0
2024-03-02,807-021H/FROSTWHITE,Headboards,19,Off Promotion,368,0.0516,422.27,22.0,0,0
2024-03-03,807-021H/FROSTWHITE,Headboards,15,Off Promotion,357,0.042,422.27,18.0,0,0
2024-03-04,807-021H/FROSTWHITE,Headboards,15,Off Promotion,283,0.053,422.27,18.0,0,0
2024-03-05,807-021H/FROSTWHITE,Headboards,15,Off Promotion,291,0.0515,422.27,18.0,0,0
2024-03-06,807-021H/FROSTWHITE,Headboards,28,On Promotion,262,0.1069,422.27,31.0,0,0
2024-03-07,807-021H/FROSTWHITE,Headboards,15,Off Promotion,369,0.0407,422.27,18.0,0,0
2024-03-08,807-021H/FROSTWHITE,Headboards,37,On Promotion,429,0.0862,422.27,40.0,0,0
2024-03-09,807-021H/FROSTWHITE,Headboards,45,On Promotion,488,0.0922,422.27,48.0,0,0
2024-03-10,807-021H/FROSTWHITE,Headboards,24,On Promotion,277,0.0866,422.27,27.0,0,0
2024-03-11,807-021H/FROSTWHITE,Headboards,15,Off Promotion,218,0.0688,422.27,18.0,0,0
2024-03-12,807-021H/FROSTWHITE,Headboards,12,Off Promotion,338,0.0355,422.27,15.0,0,0
2024-03-13,807-021H/FROSTWHITE,Headboards,14,Off Promotion,349,0.0401,422.27,17.0,0,0
2024-03-14,807-021H/FROSTWHITE,Headboards,13,Off Promotion,294,0.0442,422.27,16.0,0,0
2024-03-15,807-021H/FROSTWHITE,Headboards,16,Off Promotion,306,0.0523,422.27,19.0,0,0
2024-03-16,807-021H/FROSTWHITE,Headboards,31,On Promotion,378,0.082,422.27,34.0,0,0
2024-03-17,807-021H/FROSTWHITE,Headboards,15,Off Promotion,415,0.0361,422.27,18.0,0,0
2024-03-18,807-021H/FROSTWHITE,Headboards,14,Off Promotion,275,0.0509,422.27,17.0,0,0
2024-03-19,807-021H/FROSTWHITE,Headboards,32,On Promotion,280,0.1143,422.27,35.0,0,0
2024-03-20,807-021H/FROSTWHITE,Headboards,25,On Promotion,350,0.0714,422.27,28.0,0,0
2024-03-21,807-021H/FROSTWHITE,Headboards,18,Off Promotion,340,0.0529,422.27,21.0,0,0
2024-03-22,807-021H/FROSTWHITE,Headboards,34,On Promotion,379,0.0897,422.27,37.0,0,0
2024-03-23,807-021H/FROSTWHITE,Headboards,20,Off Promotion,411,0.0487,422.27,23.0,0,0
2024-03-24,807-021H/FROSTWHITE,Headboards,35,On Promotion,251,0.1394,422.27,38.0,0,0
2024-03-25,807-021H/FROSTWHITE,Headboards,14,Off Promotion,201,0.0697,422.27,17.0,0,0
2024-03-26,807-021H/FROSTWHITE,Headboards,13,Off Promotion,231,0.0563,422.27,16.0,0,0
2024-03-27,807-021H/FROSTWHITE,Headboards,16,Off Promotion,288,0.0556,422.27,19.0,0,0
2024-03-28,807-021H/FROSTWHITE,Headboards,16,Off Promotion,373,0.0429,422.27,19.0,0,0
2024-03-29,807-021H/FROSTWHITE,Headboards,29,On Promotion,374,0.0775,422.27,32.0,0,0
2024-03-30,807-021H/FROSTWHITE,Headboards,17,Off Promotion,436,0.039,422.27,20.0,0,0
2024-03-31,807-021H/FROSTWHITE,Headboards,14,Off Promotion,328,0.0427,422.27,17.0,0,0
2024-04-01,807-021H/FROSTWHITE,Headboards,22,On Promotion,319,0.069,422.27,25.0,0,0
2024-04-02,807-021H/FROSTWHITE,Headboards,13,Off Promotion,316,0.0411,422.27,16.0,0,0
2024-04-03,807-021H/FROSTWHITE,Headboards,30,On Promotion,314,0.0955,422.27,33.0,0,0
2024-04-04,807-021H/FROSTWHITE,Headboards,23,On Promotion,271,0.0849,422.27,26.0,0,0
2024-04-05,807-021H/FROSTWHITE,Headboards,31,On Promotion,407,0.0762,422.27,34.0,0,0
2024-04-06,807-021H/FROSTWHITE,Headboards,32,On Promotion,427,0.0749,422.27,35.0,0,0
2024-04-07,807-021H/FROSTWHITE,Headboards,13,Off Promotion,297,0.0438,422.27,16.0,0,0
2024-04-08,807-021H/FROSTWHITE,Headboards,35,On Promotion,255,0.1373,422.27,38.0,0,0
2024-04-09,807-021H/FROSTWHITE,Headboards,15,Off Promotion,314,0.0478,422.27,18.0,0,0
2024-04-10,807-021H/FROSTWHITE,Headboards,13,Off Promotion,250,0.052,422.27,16.0,0,0
2024-04-11,807-021H/FROSTWHITE,Headboards,14,Off Promotion,271,0.0517,422.27,17.0,0,0
2024-04-12,807-021H/FROSTWHITE,Headboards,31,On Promotion,347,0.0893,422.27,34.0,0,0
2024-04-13,807-021H/FROSTWHITE,Headboards,21,Off Promotion,433,0.0485,422.27,24.0,0,0
2024-04-14,807-021H/FROSTWHITE,Headboards,16,Off Promotion,286,0.0559,422.27,19.0,0,0
2024-04-15,807-021H/FROSTWHITE,Headboards,16,Off Promotion,317,0.0505,422.27,19.0,0,0
2024-04-16,807-021H/FROSTWHITE,Headboards,27,On Promotion,298,0.0906,422.27,30.0,0,0
2024-04-17,807-021H/FROSTWHITE,Headboards,17,Off Promotion,327,0.052,422.27,20.0,0,0
2024-04-18,807-021H/FROSTWHITE,Headboards,12,Off Promotion,320,0.0375,422.27,15.0,0,0
2024-04-19,807-021H/FROSTWHITE,Headboards,19,Off Promotion,410,0.0463,422.27,22.0,0,0
2024-04-20,807-021H/FROSTWHITE,Headboards,16,Off Promotion,407,0.0393,422.27,19.0,0,0
2024-04-21,807-021H/FROSTWHITE,Headboards,15,Off Promotion,311,0.0482,422.27,18.0,0,0
2024-04-22,807-021H/FROSTWHITE,Headboards,13,Off Promotion,363,0.0358,422.27,16.0,0,0
2024-04-23,807-021H/FROSTWHITE,Headboards,16,Off Promotion,215,0.0744,422.27,19.0,0,0
2024-04-24,807-021H/FROSTWHITE,Headboards,15,Off Promotion,261,0.0575,422.27,18.0,0,0
2024-04-25,807-021H/FROSTWHITE,Headboards,14,Off Promotion,360,0.0389,422.27,17.0,0,0
2024-04-26,807-021H/FROSTWHITE,Headboards,36,On Promotion,408,0.0882,422.27,39.0,0,0
2024-04-27,807-021H/FROSTWHITE,Headboards,18,Off Promotion,486,0.037,422.27,21.0,0,0
2024-04-28,807-021H/FROSTWHITE,Headboards,14,Off Promotion,223,0.0628,422.27,17.0,0,0
2024-04-29,807-021H/FROSTWHITE,Headboards,22,On Promotion,323,0.0681,422.27,25.0,0,0
2024-04-30,807-021H/FROSTWHITE,Headboards,13,Off Promotion,387,0.0336,422.27,16.0,0,0
2024-05-01,807-021H/FROSTWHITE,Headboards,12,Off Promotion,296,0.0405,422.27,15.0,0,1
2024-05-02,807-021H/FROSTWHITE,Headboards,16,Off Promotion,277,0.0578,422.27,19.0,0,1
2024-05-03,807-021H/FROSTWHITE,Headboards,14,Off Promotion,345,0.0406,422.27,17.0,0,1
2024-05-04,807-021H/FROSTWHITE,Headboards,17,Off Promotion,410,0.0415,422.27,20.0,0,1
2024-05-05,807-021H/FROSTWHITE,Headboards,78,On Promotion,759,0.1028,422.27,81.0,0,1
2024-05-06,807-021H/FROSTWHITE,Headboards,13,Off Promotion,266,0.0489,422.27,16.0,0,1
2024-05-07,807-021H/FROSTWHITE,Headboards,12,Off Promotion,299,0.0401,422.27,15.0,0,1
2024-05-08,807-021H/FROSTWHITE,Headboards,13,Off Promotion,306,0.0425,422.27,16.0,1,0
2024-05-09,807-021H/FROSTWHITE,Headboards,15,Off Promotion,256,0.0586,422.27,18.0,0,0
2024-05-10,807-021H/FROSTWHITE,Headboards,15,Off Promotion,314,0.0478,422.27,18.0,0,0
2024-05-11,807-021H/FROSTWHITE,Headboards,22,Off Promotion,349,0.063,422.27,25.0,0,0
2024-05-12,807-021H/FROSTWHITE,Headboards,35,On Promotion,387,0.0904,422.27,38.0,0,0
2024-05-13,807-021H/FROSTWHITE,Headboards,13,Off Promotion,291,0.0447,422.27,16.0,0,0
2024-05-14,807-021H/FROSTWHITE,Headboards,14,Off Promotion,303,0.0462,422.27,17.0,0,0
2024-05-15,807-021H/FROSTWHITE,Headboards,12,Off Promotion,324,0.037,422.27,15.0,0,0
2024-05-16,807-021H/FROSTWHITE,Headboards,15,Off Promotion,231,0.0649,422.27,18.0,0,0
2024-05-17,807-021H/FROSTWHITE,Headboards,39,On Promotion,341,0.1144,422.27,42.0,0,0
2024-05-18,807-021H/FROSTWHITE,Headboards,19,Off Promotion,403,0.0471,422.27,22.0,0,0
2024-05-19,807-021H/FROSTWHITE,Headboards,16,Off Promotion,368,0.0435,422.27,19.0,0,0
2024-05-20,807-021H/FROSTWHITE,Headboards,26,On Promotion,209,0.1244,422.27,29.0,0,0
2024-05-21,807-021H/FROSTWHITE,Headboards,13,Off Promotion,329,0.0395,422.27,16.0,0,0
2024-05-22,807-021H/FROSTWHITE,Headboards,30,On Promotion,262,0.1145,422.27,33.0,0,1
2024-05-23,807-021H/FROSTWHITE,Headboards,33,On Promotion,319,0.1034,422.27,36.0,0,1
2024-05-24,807-021H/FROSTWHITE,Headboards,17,Off Promotion,283,0.0601,422.27,20.0,0,1
2024-05-25,807-021H/FROSTWHITE,Headboards,20,Off Promotion,513,0.039,422.27,23.0,0,1
2024-05-26,807-021H/FROSTWHITE,Headboards,15,Off Promotion,261,0.0575,422.27,18.0,0,1
2024-05-27,807-021H/FROSTWHITE,Headboards,13,Off Promotion,324,0.0401,422.27,16.0,0,1
2024-05-28,807-021H/FROSTWHITE,Headboards,13,Off Promotion,264,0.0492,422.27,16.0,0,1
2024-05-29,807-021H/FROSTWHITE,Headboards,71,On Promotion,802,0.0885,422.27,74.0,1,0
2024-05-30,807-021H/FROSTWHITE,Headboards,16,Off Promotion,212,0.0755,422.27,19.0,0,0
2024-05-31,807-021H/FROSTWHITE,Headboards,18,Off Promotion,387,0.0465,422.27,21.0,0,0
2024-06-01,807-021H/FROSTWHITE,Headboards,30,On Promotion,469,0.064,422.27,33.0,0,0
2024-06-02,807-021H/FROSTWHITE,Headboards,22,On Promotion,259,0.0849,422.27,25.0,0,0
2024-06-03,807-021H/FROSTWHITE,Headboards,15,Off Promotion,237,0.0633,422.27,18.0,0,0
2024-06-04,807-021H/FROSTWHITE,Headboards,16,Off Promotion,364,0.044,422.27,19.0,0,0
2024-06-05,807-021H/FROSTWHITE,Headboards,14,Off Promotion,204,0.0686,422.27,17.0,0,0
2024-06-06,807-021H/FROSTWHITE,Headboards,14,Off Promotion,280,0.05,422.27,17.0,0,1
2024-06-07,807-021H/FROSTWHITE,Headboards,17,Off Promotion,433,0.0393,422.27,20.0,0,1
2024-06-08,807-021H/FROSTWHITE,Headboards,21,Off Promotion,527,0.0398,422.27,24.0,0,1
2024-06-09,807-021H/FROSTWHITE,Headboards,22,On Promotion,254,0.0866,422.27,25.0,0,1
2024-06-10,807-021H/FROSTWHITE,Headboards,14,Off Promotion,266,0.0526,422.27,17.0,0,1
2024-06-11,807-021H/FROSTWHITE,Headboards,35,On Promotion,266,0.1316,422.27,38.0,0,1
2024-06-12,807-021H/FROSTWHITE,Headboards,29,On Promotion,253,0.1146,422.27,32.0,0,1
2024-06-13,807-021H/FROSTWHITE,Headboards,69,On Promotion,715,0.0965,422.27,72.0,1,0
2024-06-14,807-021H/FROSTWHITE,Headboards,19,Off Promotion,390,0.0487,422.27,22.0,0,0
2024-06-15,807-021H/FROSTWHITE,Headboards,37,On Promotion,402,0.092,422.27,40.0,0,0
2024-06-16,807-021H/FROSTWHITE,Headboards,15,Off Promotion,267,0.0562,422.27,18.0,0,0
2024-06-17,807-021H/FROSTWHITE,Headboards,24,On Promotion,291,0.0825,422.27,27.0,0,0
2024-06-18,807-021H/FROSTWHITE,Headboards,35,On Promotion,276,0.1268,422.27,38.0,0,0
2024-06-19,807-021H/FROSTWHITE,Headboards,31,On Promotion,253,0.1225,422.27,34.0,0,0
2024-06-20,807-021H/FROSTWHITE,Headboards,14,Off Promotion,246,0.0569,422.27,17.0,0,0
2024-06-21,807-021H/FROSTWHITE,Headboards,18,Off Promotion,299,0.0602,422.27,21.0,0,0
2024-06-22,807-021H/FROSTWHITE,Headboards,16,Off Promotion,352,0.0455,422.27,19.0,0,0
2024-06-23,807-021H/FROSTWHITE,Headboards,13,Off Promotion,286,0.0455,422.27,16.0,0,0
2024-06-24,807-021H/FROSTWHITE,Headboards,30,On Promotion,261,0.1149,422.27,33.0,0,0
2024-06-25,807-021H/FROSTWHITE,Headboards,16,Off Promotion,278,0.0576,422.27,19.0,0,0
2024-06-26,807-021H/FROSTWHITE,Headboards,13,Off Promotion,277,0.0469,422.27,16.0,0,0
2024-06-27,807-021H/FROSTWHITE,Headboards,13,Off Promotion,267,0.0487,422.27,16.0,0,0
2024-06-28,807-021H/FROSTWHITE,Headboards,19,Off Promotion,385,0.0494,422.27,22.0,0,0
2024-06-29,807-021H/FROSTWHITE,Headboards,41,On Promotion,403,0.1017,422.27,44.0,0,0
2024-06-30,807-021H/FROSTWHITE,Headboards,32,On Promotion,190,0.1684,422.27,35.0,0,0
2024-07-01,807-021H/FROSTWHITE,Headboards,32,On Promotion,301,0.1063,422.27,35.0,0,0
2024-07-02,807-021H/FROSTWHITE,Headboards,13,Off Promotion,249,0.0522,422.27,16.0,0,0
2024-07-03,807-021H/FROSTWHITE,Headboards,13,Off Promotion,308,0.0422,422.27,16.0,0,0
2024-07-04,807-021H/FROSTWHITE,Headboards,13,Off Promotion,232,0.056,422.27,16.0,0,0
2024-07-05,807-021H/FROSTWHITE,Headboards,17,Off Promotion,476,0.0357,422.27,20.0,0,0
2024-07-06,807-021H/FROSTWHITE,Headboards,34,On Promotion,466,0.073,422.27,37.0,0,0
2024-07-07,807-021H/FROSTWHITE,Headboards,11,Off Promotion,199,0.0553,422.27,14.0,0,0
2024-07-08,807-021H/FROSTWHITE,Headboards,13,Off Promotion,293,0.0444,422.27,16.0,0,0
2024-07-09,807-021H/FROSTWHITE,Headboards,13,Off Promotion,331,0.0393,422.27,16.0,0,0
2024-07-10,807-021H/FROSTWHITE,Headboards,27,On Promotion,315,0.0857,422.27,30.0,0,0
2024-07-11,807-021H/FROSTWHITE,Headboards,11,Off Promotion,224,0.0491,422.27,14.0,0,0
2024-07-12,807-021H/FROSTWHITE,Headboards,16,Off Promotion,506,0.0316,422.27,19.0,0,0
2024-07-13,807-021H/FROSTWHITE,Headboards,41,On Promotion,443,0.0926,422.27,44.0,0,0
2024-07-14,807-021H/FROSTWHITE,Headboards,13,Off Promotion,343,0.0379,422.27,16.0,0,0
2024-07-15,807-021H/FROSTWHITE,Headboards,15,Off Promotion,202,0.0743,422.27,18.0,0,0
2024-07-16,807-021H/FROSTWHITE,Headboards,14,Off Promotion,263,0.0532,422.27,17.0,0,0
2024-07-17,807-021H/FROSTWHITE,Headboards,13,Off Promotion,243,0.0535,422.27,16.0,0,0
2024-07-18,807-021H/FROSTWHITE,Headboards,10,Off Promotion,268,0.0373,422.27,13.0,0,0
2024-07-19,807-021H/FROSTWHITE,Headboards,19,Off Promotion,331,0.0574,422.27,22.0,0,0
2024-07-20,807-021H/FROSTWHITE,Headboards,18,Off Promotion,424,0.0425,422.27,21.0,0,0
2024-07-21,807-021H/FROSTWHITE,Headboards,23,On Promotion,284,0.081,422.27,26.0,0,0
2024-07-22,807-021H/FROSTWHITE,Headboards,13,Off Promotion,364,0.0357,422.27,16.0,0,0
2024-07-23,807-021H/FROSTWHITE,Headboards,13,Off Promotion,346,0.0376,422.27,16.0,0,0
2024-07-24,807-021H/FROSTWHITE,Headboards,11,Off Promotion,357,0.0308,422.27,14.0,0,0
2024-07-25,807-021H/FROSTWHITE,Headboards,14,Off Promotion,312,0.0449,422.27,17.0,0,0
2024-07-26,807-021H/FROSTWHITE,Headboards,20,Off Promotion,497,0.0402,422.27,23.0,0,0
2024-07-27,807-021H/FROSTWHITE,Headboards,18,Off Promotion,380,0.0474,422.27,21.0,0,0
2024-07-28,807-021H/FROSTWHITE,Headboards,17,Off Promotion,331,0.0514,422.27,20.0,0,0
2024-07-29,807-021H/FROSTWHITE,Headboards,12,Off Promotion,306,0.0392,422.27,15.0,0,0
2024-07-30,807-021H/FROSTWHITE,Headboards,14,Off Promotion,208,0.0673,422.27,17.0,0,0
2024-07-31,807-021H/FROSTWHITE,Headboards,31,On Promotion,326,0.0951,422.27,34.0,0,0
