,Date,sku_id,category,units sold,promotions,customers_visits,conversion_rate,unit_price,stock_in_hand,is_holiday,is_week_before_holiday
8748,2024-12-26,628-004/0321-91,Sofas,27,On Promotion,357,0.0756,1132.87,32.0,0,0
8749,2024-12-26,628-004/0321-91,Sofas,27,On Promotion,357,0.0756,1132.88,32.0,0,0
8750,2024-12-27,628-004/0321-91,Sofas,14,Off Promotion,474,0.0295,1132.87,19.0,0,0
8751,2024-12-27,628-004/0321-91,Sofas,14,Off Promotion,474,0.0295,1132.88,19.0,0,0
8752,2024-12-28,628-004/0321-91,Sofas,12,Off Promotion,324,0.037,1132.87,17.0,0,0
8753,2024-12-28,628-004/0321-91,Sofas,12,Off Promotion,324,0.037,1132.88,17.0,0,0
8754,2024-12-29,628-004/0321-91,Sofas,12,Off Promotion,186,0.0645,1132.87,17.0,0,0
8755,2024-12-29,628-004/0321-91,Sofas,12,Off Promotion,186,0.0645,1132.88,17.0,0,0
8756,2024-12-30,628-004/0321-91,Sofas,33,On Promotion,204,0.1618,1132.87,38.0,0,0
8757,2024-12-30,628-004/0321-91,Sofas,33,On Promotion,204,0.1618,1132.88,38.0,0,0
8758,2024-12-31,628-004/0321-91,Sofas,22,On Promotion,367,0.0599,1132.87,27.0,0,0
8759,2024-12-31,628-004/0321-91,Sofas,22,On Promotion,367,0.0599,1132.88,27.0,0,0
8760,2023-01-01,628-014/INN/0863-93,Accent Chairs,19,On Promotion,618,0.0307,950.0,405.0,0,1
8761,2023-01-02,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,350,0.02,950.0,386.0,1,0
8762,2023-01-03,628-014/INN/0863-93,Accent Chairs,14,On Promotion,285,0.0491,950.0,379.0,0,0
8763,2023-01-04,628-014/INN/0863-93,Accent Chairs,12,On Promotion,415,0.0289,950.0,365.0,0,0
8764,2023-01-05,628-014/INN/0863-93,Accent Chairs,15,On Promotion,449,0.0334,950.0,353.0,0,0
8765,2023-01-06,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,273,0.022,950.0,338.0,0,0
8766,2023-01-07,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,295,0.0203,950.0,332.0,0,0
8767,2023-01-08,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,279,0.0179,950.0,326.0,0,0
8768,2023-01-09,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,300,0.02,950.0,321.0,0,1
8769,2023-01-10,628-014/INN/0863-93,Accent Chairs,15,On Promotion,195,0.0769,950.0,315.0,0,1
8770,2023-01-11,628-014/INN/0863-93,Accent Chairs,13,On Promotion,365,0.0356,950.0,300.0,0,1
8771,2023-01-12,628-014/INN/0863-93,Accent Chairs,18,On Promotion,324,0.0556,950.0,287.0,0,1
8772,2023-01-13,628-014/INN/0863-93,Accent Chairs,12,On Promotion,278,0.0432,950.0,269.0,0,1
8773,2023-01-14,628-014/INN/0863-93,Accent Chairs,12,On Promotion,293,0.041,950.0,257.0,0,1
8774,2023-01-15,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,323,0.0248,950.0,245.0,0,1
8775,2023-01-16,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,316,0.019,950.0,237.0,1,0
8776,2023-01-17,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,263,0.0266,950.0,231.0,0,0
8777,2023-01-18,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,445,0.0157,950.0,224.0,0,0
8778,2023-01-19,628-014/INN/0863-93,Accent Chairs,10,Off Promotion,464,0.0216,950.0,217.0,0,0
8779,2023-01-20,628-014/INN/0863-93,Accent Chairs,26,On Promotion,886,0.0293,950.0,207.0,0,0
8780,2023-01-21,628-014/INN/0863-93,Accent Chairs,17,On Promotion,333,0.0511,950.0,181.0,0,0
8781,2023-01-22,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,360,0.0167,950.0,164.0,0,0
8782,2023-01-23,628-014/INN/0863-93,Accent Chairs,12,On Promotion,231,0.0519,950.0,158.0,0,0
8783,2023-01-24,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,321,0.0187,950.0,146.0,0,0
8784,2023-01-25,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,471,0.0149,950.0,140.0,0,0
8785,2023-01-26,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,339,0.0206,950.0,133.0,0,0
8786,2023-01-27,628-014/INN/0863-93,Accent Chairs,15,On Promotion,267,0.0562,950.0,126.0,0,0
8787,2023-01-28,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,244,0.0287,950.0,111.0,0,0
8788,2023-01-29,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,360,0.0194,950.0,104.0,0,0
8789,2023-01-30,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,320,0.0188,950.0,97.0,0,0
8790,2023-01-31,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,176,0.0398,950.0,91.0,0,0
8791,2023-02-01,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,283,0.0247,950.0,84.0,0,0
8792,2023-02-02,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,273,0.0293,950.0,77.0,0,0
8793,2023-02-03,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,308,0.0195,950.0,69.0,0,0
8794,2023-02-04,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,186,0.0269,950.0,63.0,0,0
8795,2023-02-05,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,257,0.0233,950.0,58.0,0,0
8796,2023-02-06,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,320,0.0219,950.0,52.0,0,0
8797,2023-02-07,628-014/INN/0863-93,Accent Chairs,13,On Promotion,325,0.04,950.0,45.0,0,0
8798,2023-02-08,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,436,0.0161,950.0,32.0,0,0
8799,2023-02-09,628-014/INN/0863-93,Accent Chairs,17,On Promotion,339,0.0501,950.0,25.0,0,0
8800,2023-02-10,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,321,0.0156,950.0,8.0,0,0
8801,2023-02-11,628-014/INN/0863-93,Accent Chairs,11,On Promotion,276,0.0399,950.0,16.0,0,0
8802,2023-02-12,628-014/INN/0863-93,Accent Chairs,11,On Promotion,187,0.0588,950.0,16.0,0,0
8803,2023-02-13,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,287,0.0209,950.0,11.0,0,1
8804,2023-02-14,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,362,0.0166,950.0,11.0,0,1
8805,2023-02-15,628-014/INN/0863-93,Accent Chairs,17,On Promotion,408,0.0417,950.0,22.0,0,1
8806,2023-02-16,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,368,0.0217,950.0,13.0,0,1
8807,2023-02-17,628-014/INN/0863-93,Accent Chairs,17,Off Promotion,731,0.0233,950.0,22.0,0,1
8808,2023-02-18,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,281,0.0214,950.0,11.0,0,1
8809,2023-02-19,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,300,0.02,950.0,11.0,0,1
8810,2023-02-20,628-014/INN/0863-93,Accent Chairs,8,On Promotion,377,0.0212,950.0,13.0,1,0
8811,2023-02-21,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,317,0.0189,950.0,11.0,0,0
8812,2023-02-22,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,442,0.0158,950.0,12.0,0,0
8813,2023-02-23,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,395,0.0177,950.0,12.0,0,0
8814,2023-02-24,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,257,0.0195,950.0,10.0,0,0
8815,2023-02-25,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,307,0.0228,950.0,12.0,0,0
8816,2023-02-26,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,320,0.0188,950.0,11.0,0,0
8817,2023-02-27,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,306,0.0163,950.0,10.0,0,0
8818,2023-02-28,628-014/INN/0863-93,Accent Chairs,14,On Promotion,342,0.0409,950.0,19.0,0,0
8819,2023-03-01,628-014/INN/0863-93,Accent Chairs,14,On Promotion,429,0.0326,950.0,19.0,0,0
8820,2023-03-02,628-014/INN/0863-93,Accent Chairs,20,On Promotion,484,0.0413,950.0,25.0,0,0
8821,2023-03-03,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,346,0.0202,950.0,12.0,0,0
8822,2023-03-04,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,309,0.0162,950.0,10.0,0,0
8823,2023-03-05,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,290,0.0207,950.0,11.0,0,0
8824,2023-03-06,628-014/INN/0863-93,Accent Chairs,10,On Promotion,283,0.0353,950.0,15.0,0,0
8825,2023-03-07,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,231,0.0303,950.0,12.0,0,0
8826,2023-03-08,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,405,0.0173,950.0,12.0,0,0
8827,2023-03-09,628-014/INN/0863-93,Accent Chairs,16,On Promotion,407,0.0393,950.0,21.0,0,0
8828,2023-03-10,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,319,0.0157,950.0,10.0,0,0
8829,2023-03-11,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,344,0.0174,950.0,11.0,0,0
8830,2023-03-12,628-014/INN/0863-93,Accent Chairs,16,On Promotion,222,0.0721,950.0,21.0,0,0
8831,2023-03-13,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,248,0.0202,950.0,10.0,0,0
8832,2023-03-14,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,353,0.017,950.0,11.0,0,0
8833,2023-03-15,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,509,0.0138,950.0,12.0,0,0
8834,2023-03-16,628-014/INN/0863-93,Accent Chairs,9,Off Promotion,190,0.0474,950.0,14.0,0,0
8835,2023-03-17,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,374,0.016,950.0,11.0,0,0
8836,2023-03-18,628-014/INN/0863-93,Accent Chairs,16,On Promotion,316,0.0506,950.0,21.0,0,0
8837,2023-03-19,628-014/INN/0863-93,Accent Chairs,12,On Promotion,291,0.0412,950.0,17.0,0,0
8838,2023-03-20,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,372,0.0161,950.0,11.0,0,0
8839,2023-03-21,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,283,0.0247,950.0,12.0,0,0
8840,2023-03-22,628-014/INN/0863-93,Accent Chairs,9,Off Promotion,449,0.02,950.0,14.0,0,0
8841,2023-03-23,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,332,0.0211,950.0,12.0,0,0
8842,2023-03-24,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,242,0.0248,950.0,11.0,0,0
8843,2023-03-25,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,351,0.0171,950.0,11.0,0,0
8844,2023-03-26,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,296,0.0203,950.0,11.0,0,0
8845,2023-03-27,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,330,0.0182,950.0,11.0,0,0
8846,2023-03-28,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,380,0.0132,950.0,10.0,0,0
8847,2023-03-29,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,412,0.0194,950.0,13.0,0,0
8848,2023-03-30,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,520,0.0115,950.0,11.0,0,0
8849,2023-03-31,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,271,0.0221,950.0,11.0,0,0
8850,2023-04-01,628-014/INN/0863-93,Accent Chairs,16,On Promotion,323,0.0495,950.0,21.0,0,0
8851,2023-04-02,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,439,0.0114,950.0,10.0,0,0
8852,2023-04-03,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,376,0.016,950.0,11.0,0,0
8853,2023-04-04,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,267,0.0187,950.0,10.0,0,0
8854,2023-04-05,628-014/INN/0863-93,Accent Chairs,14,On Promotion,398,0.0352,950.0,19.0,0,0
8855,2023-04-06,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,344,0.0233,950.0,13.0,0,0
8856,2023-04-07,628-014/INN/0863-93,Accent Chairs,10,On Promotion,201,0.0498,950.0,15.0,0,0
8857,2023-04-08,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,362,0.0166,950.0,11.0,0,0
8858,2023-04-09,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,322,0.0155,950.0,10.0,0,0
8859,2023-04-10,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,363,0.0165,950.0,11.0,0,0
8860,2023-04-11,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,403,0.0149,950.0,11.0,0,0
8861,2023-04-12,628-014/INN/0863-93,Accent Chairs,19,On Promotion,474,0.0401,950.0,24.0,0,0
8862,2023-04-13,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,448,0.0179,950.0,13.0,0,0
8863,2023-04-14,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,255,0.0196,950.0,10.0,0,0
8864,2023-04-15,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,312,0.0192,950.0,11.0,0,0
8865,2023-04-16,628-014/INN/0863-93,Accent Chairs,9,On Promotion,305,0.0295,950.0,14.0,0,0
8866,2023-04-17,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,272,0.0184,950.0,10.0,0,0
8867,2023-04-18,628-014/INN/0863-93,Accent Chairs,14,On Promotion,348,0.0402,950.0,19.0,0,0
8868,2023-04-19,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,545,0.0147,950.0,13.0,0,0
8869,2023-04-20,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,418,0.0167,950.0,12.0,0,0
8870,2023-04-21,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,188,0.0372,950.0,12.0,0,0
8871,2023-04-22,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,299,0.0201,950.0,11.0,0,0
8872,2023-04-23,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,316,0.0158,950.0,10.0,0,0
8873,2023-04-24,628-014/INN/0863-93,Accent Chairs,12,On Promotion,386,0.0311,950.0,17.0,0,0
8874,2023-04-25,628-014/INN/0863-93,Accent Chairs,12,On Promotion,349,0.0344,950.0,17.0,0,0
8875,2023-04-26,628-014/INN/0863-93,Accent Chairs,13,On Promotion,328,0.0396,950.0,18.0,0,0
8876,2023-04-27,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,366,0.0219,950.0,13.0,0,0
8877,2023-04-28,628-014/INN/0863-93,Accent Chairs,14,On Promotion,249,0.0562,950.0,19.0,0,0
8878,2023-04-29,628-014/INN/0863-93,Accent Chairs,13,On Promotion,280,0.0464,950.0,18.0,0,0
8879,2023-04-30,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,347,0.0173,950.0,11.0,0,0
8880,2023-05-01,628-014/INN/0863-93,Accent Chairs,13,On Promotion,314,0.0414,950.0,18.0,0,0
8881,2023-05-02,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,313,0.0192,950.0,11.0,0,0
8882,2023-05-03,628-014/INN/0863-93,Accent Chairs,15,On Promotion,382,0.0393,950.0,20.0,0,0
8883,2023-05-04,628-014/INN/0863-93,Accent Chairs,9,Off Promotion,345,0.0261,950.0,14.0,0,0
8884,2023-05-05,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,333,0.018,950.0,11.0,0,0
8885,2023-05-06,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,294,0.0204,950.0,11.0,0,0
8886,2023-05-07,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,259,0.0232,950.0,11.0,0,0
8887,2023-05-08,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,356,0.0169,950.0,11.0,0,0
8888,2023-05-09,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,361,0.0194,950.0,12.0,0,0
8889,2023-05-10,628-014/INN/0863-93,Accent Chairs,20,On Promotion,407,0.0491,950.0,25.0,0,0
8890,2023-05-11,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,453,0.0155,950.0,12.0,0,0
8891,2023-05-12,628-014/INN/0863-93,Accent Chairs,13,On Promotion,272,0.0478,950.0,18.0,0,0
8892,2023-05-13,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,330,0.0152,950.0,10.0,0,0
8893,2023-05-14,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,287,0.0209,950.0,11.0,0,0
8894,2023-05-15,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,325,0.0154,950.0,10.0,0,0
8895,2023-05-16,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,301,0.0166,950.0,10.0,0,0
8896,2023-05-17,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,329,0.0243,950.0,13.0,0,0
8897,2023-05-18,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,455,0.0176,950.0,13.0,0,0
8898,2023-05-19,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,212,0.0283,950.0,11.0,0,0
8899,2023-05-20,628-014/INN/0863-93,Accent Chairs,13,On Promotion,265,0.0491,950.0,18.0,0,0
8900,2023-05-21,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,251,0.0239,950.0,11.0,0,0
8901,2023-05-22,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,328,0.0183,950.0,11.0,0,1
8902,2023-05-23,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,423,0.0142,950.0,11.0,0,1
8903,2023-05-24,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,400,0.0175,950.0,12.0,0,1
8904,2023-05-25,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,417,0.0192,950.0,13.0,0,1
8905,2023-05-26,628-014/INN/0863-93,Accent Chairs,24,On Promotion,695,0.0345,950.0,29.0,0,1
8906,2023-05-27,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,371,0.0162,950.0,11.0,0,1
8907,2023-05-28,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,353,0.017,950.0,11.0,0,1
8908,2023-05-29,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,352,0.0142,950.0,10.0,1,0
8909,2023-05-30,628-014/INN/0863-93,Accent Chairs,9,On Promotion,273,0.033,950.0,14.0,0,0
8910,2023-05-31,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,365,0.0219,950.0,13.0,0,0
8911,2023-06-01,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,321,0.0218,950.0,12.0,0,0
8912,2023-06-02,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,342,0.0175,950.0,11.0,0,0
8913,2023-06-03,628-014/INN/0863-93,Accent Chairs,10,On Promotion,208,0.0481,950.0,15.0,0,0
8914,2023-06-04,628-014/INN/0863-93,Accent Chairs,11,On Promotion,299,0.0368,950.0,16.0,0,0
8915,2023-06-05,628-014/INN/0863-93,Accent Chairs,13,On Promotion,347,0.0375,950.0,18.0,0,0
8916,2023-06-06,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,342,0.0175,950.0,11.0,0,0
8917,2023-06-07,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,443,0.0181,950.0,13.0,0,0
8918,2023-06-08,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,403,0.0174,950.0,12.0,0,0
8919,2023-06-09,628-014/INN/0863-93,Accent Chairs,15,On Promotion,293,0.0512,950.0,20.0,0,0
8920,2023-06-10,628-014/INN/0863-93,Accent Chairs,13,On Promotion,273,0.0476,950.0,18.0,0,0
8921,2023-06-11,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,326,0.0184,950.0,11.0,0,0
8922,2023-06-12,628-014/INN/0863-93,Accent Chairs,13,On Promotion,208,0.0625,950.0,18.0,0,1
8923,2023-06-13,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,207,0.029,950.0,11.0,0,1
8924,2023-06-14,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,417,0.0168,950.0,12.0,0,1
8925,2023-06-15,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,440,0.0182,950.0,13.0,0,1
8926,2023-06-16,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,254,0.0236,950.0,11.0,0,1
8927,2023-06-17,628-014/INN/0863-93,Accent Chairs,14,On Promotion,281,0.0498,950.0,19.0,0,1
8928,2023-06-18,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,329,0.0182,950.0,11.0,0,1
8929,2023-06-19,628-014/INN/0863-93,Accent Chairs,24,On Promotion,675,0.0356,950.0,29.0,1,0
8930,2023-06-20,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,346,0.0173,950.0,11.0,0,0
8931,2023-06-21,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,363,0.022,950.0,13.0,0,0
8932,2023-06-22,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,448,0.0179,950.0,13.0,0,0
8933,2023-06-23,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,279,0.0215,950.0,11.0,0,0
8934,2023-06-24,628-014/INN/0863-93,Accent Chairs,10,On Promotion,309,0.0324,950.0,15.0,0,0
8935,2023-06-25,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,290,0.0207,950.0,11.0,0,0
8936,2023-06-26,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,220,0.0273,950.0,11.0,0,0
8937,2023-06-27,628-014/INN/0863-93,Accent Chairs,13,On Promotion,350,0.0371,950.0,18.0,0,1
8938,2023-06-28,628-014/INN/0863-93,Accent Chairs,11,On Promotion,548,0.0201,950.0,16.0,0,1
8939,2023-06-29,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,436,0.0183,950.0,13.0,0,1
8940,2023-06-30,628-014/INN/0863-93,Accent Chairs,10,On Promotion,398,0.0251,950.0,15.0,0,1
8941,2023-07-01,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,281,0.0249,950.0,12.0,0,1
8942,2023-07-02,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,253,0.0198,950.0,10.0,0,1
8943,2023-07-03,628-014/INN/0863-93,Accent Chairs,12,On Promotion,367,0.0327,950.0,17.0,0,1
8944,2023-07-04,628-014/INN/0863-93,Accent Chairs,35,On Promotion,837,0.0418,950.0,40.0,1,0
8945,2023-07-05,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,385,0.0182,950.0,12.0,0,0
8946,2023-07-06,628-014/INN/0863-93,Accent Chairs,20,On Promotion,302,0.0662,950.0,25.0,0,0
8947,2023-07-07,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,329,0.0182,950.0,11.0,0,0
8948,2023-07-08,628-014/INN/0863-93,Accent Chairs,13,On Promotion,347,0.0375,950.0,18.0,0,0
8949,2023-07-09,628-014/INN/0863-93,Accent Chairs,10,On Promotion,308,0.0325,950.0,15.0,0,0
8950,2023-07-10,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,202,0.0297,950.0,11.0,0,0
8951,2023-07-11,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,272,0.0221,950.0,11.0,0,0
8952,2023-07-12,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,569,0.0141,950.0,13.0,0,0
8953,2023-07-13,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,422,0.0142,950.0,11.0,0,0
8954,2023-07-14,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,275,0.0182,950.0,10.0,0,0
8955,2023-07-15,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,305,0.0197,950.0,11.0,0,0
8956,2023-07-16,628-014/INN/0863-93,Accent Chairs,15,On Promotion,305,0.0492,950.0,20.0,0,0
8957,2023-07-17,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,286,0.0175,950.0,10.0,0,0
8958,2023-07-18,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,330,0.0182,950.0,11.0,0,0
8959,2023-07-19,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,467,0.0171,950.0,13.0,0,0
8960,2023-07-20,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,370,0.0162,950.0,11.0,0,0
8961,2023-07-21,628-014/INN/0863-93,Accent Chairs,10,On Promotion,329,0.0304,950.0,15.0,0,0
8962,2023-07-22,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,251,0.0239,950.0,11.0,0,0
8963,2023-07-23,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,259,0.0232,950.0,11.0,0,0
8964,2023-07-24,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,229,0.0218,950.0,10.0,0,0
8965,2023-07-25,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,324,0.0216,950.0,12.0,0,0
8966,2023-07-26,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,479,0.0167,950.0,13.0,0,0
8967,2023-07-27,628-014/INN/0863-93,Accent Chairs,15,On Promotion,412,0.0364,950.0,20.0,0,0
8968,2023-07-28,628-014/INN/0863-93,Accent Chairs,11,On Promotion,291,0.0378,950.0,16.0,0,0
8969,2023-07-29,628-014/INN/0863-93,Accent Chairs,11,On Promotion,285,0.0386,950.0,16.0,0,0
8970,2023-07-30,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,314,0.0191,950.0,11.0,0,0
8971,2023-07-31,628-014/INN/0863-93,Accent Chairs,13,On Promotion,227,0.0573,950.0,18.0,0,0
8972,2023-08-01,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,319,0.0157,950.0,10.0,0,0
8973,2023-08-02,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,435,0.0161,950.0,12.0,0,0
8974,2023-08-03,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,287,0.0244,950.0,12.0,0,0
8975,2023-08-04,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,286,0.021,950.0,11.0,0,0
8976,2023-08-05,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,235,0.0255,950.0,11.0,0,0
8977,2023-08-06,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,269,0.0186,950.0,10.0,0,0
8978,2023-08-07,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,327,0.0214,950.0,12.0,0,0
8979,2023-08-08,628-014/INN/0863-93,Accent Chairs,5,Off Promotion,249,0.0201,950.0,10.0,0,0
8980,2023-08-09,628-014/INN/0863-93,Accent Chairs,15,On Promotion,383,0.0392,950.0,20.0,0,0
8981,2023-08-10,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,397,0.0176,950.0,12.0,0,0
8982,2023-08-11,628-014/INN/0863-93,Accent Chairs,7,Off Promotion,345,0.0203,950.0,12.0,0,0
8983,2023-08-12,628-014/INN/0863-93,Accent Chairs,12,On Promotion,315,0.0381,950.0,17.0,0,0
8984,2023-08-13,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,260,0.0231,950.0,11.0,0,0
8985,2023-08-14,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,321,0.0187,950.0,11.0,0,0
8986,2023-08-15,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,391,0.0153,950.0,11.0,0,0
8987,2023-08-16,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,431,0.0186,950.0,13.0,0,0
8988,2023-08-17,628-014/INN/0863-93,Accent Chairs,8,Off Promotion,426,0.0188,950.0,13.0,0,0
8989,2023-08-18,628-014/INN/0863-93,Accent Chairs,10,On Promotion,329,0.0304,950.0,15.0,0,0
8990,2023-08-19,628-014/INN/0863-93,Accent Chairs,6,Off Promotion,272,0.0221,950.0,11.0,0,0
