,Date,sku_id,category,units sold,promotions,unit_price,stock_in_hand,Customer Visits,Conversion Rate,is_holiday,is_week_before_holiday
12674,2023-09-22,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,32.0,705,0.0028,0,0
12675,2023-09-23,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,30.0,404,0.0025,0,0
12676,2023-09-24,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,29.0,311,0.0032,0,0
12677,2023-09-25,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,28.0,226,0.0044,0,0
12678,2023-09-26,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,27.0,345,0.0058,0,0
12679,2023-09-27,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,25.0,546,0.0037,0,0
12680,2023-09-28,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,23.0,761,0.0039,0,0
12681,2023-09-29,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,20.0,568,0.0035,0,0
12682,2023-09-30,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,18.0,833,0.0048,0,0
12683,2023-10-01,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,14.0,613,0.0,0,0
12684,2023-10-02,807-020H/AGEDBARREL,Headboards,5,On Promotion,317.775,14.0,1811,0.0028,0,1
12685,2023-10-03,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,9.0,1570,0.0025,0,1
12686,2023-10-04,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,5.0,574,0.0035,0,1
12687,2023-10-05,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,3.0,426,0.0047,0,1
12688,2023-10-06,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,53.0,209,0.0048,0,1
12689,2023-10-07,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,52.0,964,0.0041,0,1
12690,2023-10-08,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,48.0,1593,0.0025,0,1
12691,2023-10-09,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,44.0,291,0.0034,1,0
12692,2023-10-10,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,43.0,330,0.0061,0,0
12693,2023-10-11,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,41.0,733,0.0027,0,0
12694,2023-10-12,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,39.0,1754,0.0023,0,0
12695,2023-10-13,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,35.0,236,0.0042,0,0
12696,2023-10-14,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,34.0,1087,0.0028,0,0
12697,2023-10-15,807-020H/AGEDBARREL,Headboards,5,On Promotion,317.775,31.0,1818,0.0028,0,0
12698,2023-10-16,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,26.0,240,0.0042,0,0
12699,2023-10-17,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,25.0,983,0.0031,0,0
12700,2023-10-18,807-020H/AGEDBARREL,Headboards,5,On Promotion,317.775,22.0,1473,0.0034,0,0
12701,2023-10-19,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,17.0,720,0.0028,0,0
12702,2023-10-20,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,15.0,764,0.0,0,0
12703,2023-10-21,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,15.0,707,0.0,0,0
12704,2023-10-22,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,15.0,128,0.0078,0,0
12705,2023-10-23,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,14.0,335,0.003,0,0
12706,2023-10-24,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,13.0,268,0.0037,0,0
12707,2023-10-25,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,12.0,555,0.0036,0,0
12708,2023-10-26,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,10.0,1026,0.0029,0,0
12709,2023-10-27,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,7.0,230,0.0043,0,0
12710,2023-10-28,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,6.0,501,0.0,0,0
12711,2023-10-29,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,6.0,245,0.0041,0,0
12712,2023-10-30,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,5.0,995,0.003,0,0
12713,2023-10-31,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,54.0,305,0.0033,0,0
12714,2023-11-01,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,53.0,708,0.0,0,0
12715,2023-11-02,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,53.0,631,0.0032,0,0
12716,2023-11-03,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,51.0,754,0.004,0,1
12717,2023-11-04,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,48.0,1124,0.0036,0,1
12718,2023-11-05,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,44.0,288,0.0035,0,1
12719,2023-11-06,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,43.0,510,0.0,0,1
12720,2023-11-07,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,43.0,629,0.0032,0,1
12721,2023-11-08,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,41.0,1283,0.0031,0,1
12722,2023-11-09,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,37.0,357,0.0028,0,1
12723,2023-11-10,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,36.0,731,0.0041,1,0
12724,2023-11-11,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,33.0,301,0.0033,0,0
12725,2023-11-12,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,32.0,599,0.0033,0,0
12726,2023-11-13,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,30.0,635,0.0031,0,0
12727,2023-11-14,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,28.0,523,0.0038,0,0
12728,2023-11-15,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,26.0,804,0.0,0,0
12729,2023-11-16,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,26.0,767,0.0039,0,1
12730,2023-11-17,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,23.0,662,0.003,0,1
12731,2023-11-18,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,21.0,1512,0.0013,0,1
12732,2023-11-19,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,19.0,427,0.0047,0,1
12733,2023-11-20,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,17.0,566,0.0,0,1
12734,2023-11-21,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,17.0,199,0.005,0,1
12735,2023-11-22,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,16.0,362,0.0028,0,1
12736,2023-11-23,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,15.0,736,0.0,1,0
12737,2023-11-24,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,15.0,628,0.0032,0,0
12738,2023-11-25,807-020H/AGEDBARREL,Headboards,9,On Promotion,317.775,13.0,2187,0.0037,0,0
12739,2023-11-26,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,4.0,435,0.0046,0,0
12740,2023-11-27,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,67.0,890,0.0022,0,0
12741,2023-11-28,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,65.0,1468,0.002,0,0
12742,2023-11-29,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,62.0,1032,0.0,0,0
12743,2023-11-30,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,62.0,557,0.0036,0,0
12744,2023-12-01,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,60.0,919,0.0022,0,0
12745,2023-12-02,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,58.0,1634,0.0024,0,0
12746,2023-12-03,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,54.0,555,0.0,0,0
12747,2023-12-04,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,54.0,640,0.0031,0,0
12748,2023-12-05,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,52.0,405,0.0049,0,0
12749,2023-12-06,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,50.0,841,0.0,0,0
12750,2023-12-07,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,50.0,605,0.0,0,0
12751,2023-12-08,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,50.0,862,0.0035,0,0
12752,2023-12-09,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,47.0,400,0.005,0,0
12753,2023-12-10,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,45.0,1107,0.0027,0,0
12754,2023-12-11,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,42.0,441,0.0045,0,0
12755,2023-12-12,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,40.0,779,0.0026,0,0
12756,2023-12-13,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,38.0,1420,0.0028,0,0
12757,2023-12-14,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,34.0,566,0.0053,0,0
12758,2023-12-15,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,31.0,563,0.0053,0,0
12759,2023-12-16,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,28.0,524,0.0038,0,0
12760,2023-12-17,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,26.0,713,0.0028,0,0
12761,2023-12-18,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,24.0,1072,0.0028,0,1
12762,2023-12-19,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,21.0,662,0.003,0,1
12763,2023-12-20,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,19.0,1471,0.002,0,1
12764,2023-12-21,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,16.0,205,0.0049,0,1
12765,2023-12-22,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,15.0,323,0.0031,0,1
12766,2023-12-23,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,14.0,445,0.0045,0,1
12767,2023-12-24,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,12.0,1792,0.0017,0,1
12768,2023-12-25,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,9.0,1174,0.0026,1,1
12769,2023-12-26,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,6.0,245,0.0041,0,1
12770,2023-12-27,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,5.0,623,0.0,0,1
12771,2023-12-28,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,5.0,453,0.0022,0,1
12772,2023-12-29,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,4.0,279,0.0036,0,1
12773,2023-12-30,807-020H/AGEDBARREL,Headboards,5,On Promotion,317.775,10.0,1557,0.0032,0,1
12774,2023-12-31,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,5.0,2790,0.0014,0,1
12775,2024-01-01,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,59.0,522,0.0038,1,0
12776,2024-01-02,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,57.0,1288,0.0031,0,0
12777,2024-01-03,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,53.0,433,0.0046,0,0
12778,2024-01-04,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,51.0,1221,0.0025,0,0
12779,2024-01-05,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,48.0,648,0.0031,0,0
12780,2024-01-06,807-020H/AGEDBARREL,Headboards,5,On Promotion,317.775,46.0,1368,0.0037,0,0
12781,2024-01-07,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,41.0,411,0.0049,0,0
12782,2024-01-08,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,39.0,551,0.0054,0,1
12783,2024-01-09,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,36.0,659,0.0,0,1
12784,2024-01-10,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,36.0,547,0.0055,0,1
12785,2024-01-11,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,33.0,350,0.0057,0,1
12786,2024-01-12,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,31.0,343,0.0029,0,1
12787,2024-01-13,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,30.0,382,0.0052,0,1
12788,2024-01-14,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,28.0,1067,0.0037,0,1
12789,2024-01-15,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,24.0,249,0.004,1,0
12790,2024-01-16,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,23.0,1627,0.0025,0,0
12791,2024-01-17,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,19.0,644,0.0031,0,0
12792,2024-01-18,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,17.0,480,0.0042,0,0
12793,2024-01-19,807-020H/AGEDBARREL,Headboards,5,On Promotion,317.775,15.0,1410,0.0035,0,0
12794,2024-01-20,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,10.0,838,0.0036,0,0
12795,2024-01-21,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,7.0,231,0.0043,0,0
12796,2024-01-22,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,6.0,317,0.0032,0,0
12797,2024-01-23,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,5.0,445,0.0045,0,0
12798,2024-01-24,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,3.0,424,0.0047,0,0
12799,2024-01-25,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,67.0,641,0.0047,0,0
12800,2024-01-26,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,64.0,312,0.0032,0,0
12801,2024-01-27,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,63.0,315,0.0032,0,0
12802,2024-01-28,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,62.0,137,0.0073,0,0
12803,2024-01-29,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,61.0,553,0.0036,0,0
12804,2024-01-30,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,59.0,731,0.0041,0,0
12805,2024-01-31,807-020H/AGEDBARREL,Headboards,5,On Promotion,317.775,56.0,1460,0.0034,0,0
12806,2024-02-01,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,51.0,731,0.0,0,0
12807,2024-02-02,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,51.0,257,0.0039,0,0
12808,2024-02-03,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,50.0,199,0.005,0,0
12809,2024-02-04,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,49.0,728,0.0,0,0
12810,2024-02-05,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,49.0,520,0.0038,0,0
12811,2024-02-06,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,47.0,747,0.0,0,0
12812,2024-02-07,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,47.0,417,0.0048,0,0
12813,2024-02-08,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,45.0,258,0.0039,0,0
12814,2024-02-09,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,44.0,926,0.0043,0,0
12815,2024-02-10,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,40.0,303,0.0033,0,0
12816,2024-02-11,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,39.0,1036,0.0039,0,0
12817,2024-02-12,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,35.0,495,0.004,0,1
12818,2024-02-13,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,33.0,707,0.0,0,1
12819,2024-02-14,807-020H/AGEDBARREL,Headboards,5,On Promotion,317.775,33.0,1370,0.0036,0,1
12820,2024-02-15,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,28.0,277,0.0036,0,1
12821,2024-02-16,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,27.0,309,0.0032,0,1
12822,2024-02-17,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,26.0,260,0.0038,0,1
12823,2024-02-18,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,25.0,639,0.0031,0,1
12824,2024-02-19,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,23.0,724,0.0,1,0
12825,2024-02-20,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,23.0,1304,0.0031,0,0
12826,2024-02-21,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,19.0,1058,0.0028,0,0
12827,2024-02-22,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,16.0,675,0.0,0,0
12828,2024-02-23,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,16.0,336,0.003,0,0
12829,2024-02-24,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,15.0,774,0.0039,0,0
12830,2024-02-25,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,12.0,895,0.0022,0,0
12831,2024-02-26,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,10.0,541,0.0037,0,0
12832,2024-02-27,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,8.0,259,0.0039,0,0
12833,2024-02-28,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,7.0,534,0.0037,0,0
12834,2024-03-01,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,5.0,675,0.0,0,0
12835,2024-03-02,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,5.0,1087,0.0028,0,0
12836,2024-03-03,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,48.0,315,0.0032,0,0
12837,2024-03-04,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,47.0,312,0.0064,0,0
12838,2024-03-05,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,45.0,938,0.0032,0,0
12839,2024-03-06,807-020H/AGEDBARREL,Headboards,6,On Promotion,317.775,42.0,1455,0.0041,0,0
12840,2024-03-07,807-020H/AGEDBARREL,Headboards,5,On Promotion,317.775,36.0,1180,0.0034,0,0
12841,2024-03-08,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,31.0,605,0.0,0,0
12842,2024-03-09,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,31.0,746,0.004,0,0
12843,2024-03-10,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,28.0,771,0.0039,0,0
12844,2024-03-11,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,25.0,707,0.0,0,0
12845,2024-03-12,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,25.0,174,0.0057,0,0
12846,2024-03-13,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,24.0,309,0.0032,0,0
12847,2024-03-14,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,23.0,801,0.0,0,0
12848,2024-03-15,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,23.0,1400,0.0029,0,0
12849,2024-03-16,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,19.0,271,0.0037,0,0
12850,2024-03-17,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,18.0,628,0.0048,0,0
12851,2024-03-18,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,15.0,265,0.0038,0,0
12852,2024-03-19,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,14.0,748,0.0013,0,0
12853,2024-03-20,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,13.0,1314,0.0023,0,0
12854,2024-03-21,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,10.0,438,0.0046,0,0
12855,2024-03-22,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,8.0,355,0.0028,0,0
12856,2024-03-23,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,7.0,474,0.0042,0,0
12857,2024-03-24,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,5.0,285,0.007,0,0
12858,2024-03-25,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,3.0,669,0.0,0,0
12859,2024-03-26,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,3.0,509,0.0039,0,0
12860,2024-03-27,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,47.0,1230,0.0024,0,0
12861,2024-03-28,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,44.0,461,0.0022,0,0
12862,2024-03-29,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,43.0,1109,0.0036,0,0
12863,2024-03-30,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,39.0,511,0.0039,0,0
12864,2024-03-31,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,37.0,405,0.0025,0,0
12865,2024-04-01,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,36.0,296,0.0034,0,0
12866,2024-04-02,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,35.0,1670,0.0024,0,0
12867,2024-04-03,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,31.0,275,0.0036,0,0
12868,2024-04-04,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,30.0,653,0.0031,0,0
12869,2024-04-05,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,28.0,1414,0.0028,0,0
12870,2024-04-06,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,24.0,292,0.0034,0,0
12871,2024-04-07,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,23.0,1217,0.0025,0,0
12872,2024-04-08,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,20.0,480,0.0,0,0
12873,2024-04-09,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,20.0,221,0.0045,0,0
12874,2024-04-10,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,19.0,729,0.0041,0,0
12875,2024-04-11,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,16.0,420,0.0024,0,0
12876,2024-04-12,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,15.0,1706,0.0023,0,0
12877,2024-04-13,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,11.0,523,0.0038,0,0
12878,2024-04-14,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,9.0,435,0.0023,0,0
12879,2024-04-15,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,8.0,762,0.0026,0,0
12880,2024-04-16,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,6.0,654,0.0,0,0
12881,2024-04-17,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,6.0,1419,0.0028,0,0
12882,2024-04-18,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,63.0,294,0.0034,0,0
12883,2024-04-19,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,62.0,1115,0.0027,0,0
12884,2024-04-20,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,59.0,244,0.0041,0,0
12885,2024-04-21,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,58.0,337,0.0059,0,0
12886,2024-04-22,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,56.0,262,0.0038,0,0
12887,2024-04-23,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,55.0,715,0.0042,0,0
12888,2024-04-24,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,52.0,823,0.0024,0,0
12889,2024-04-25,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,50.0,779,0.0026,0,0
12890,2024-04-26,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,48.0,954,0.0042,0,0
12891,2024-04-27,807-020H/AGEDBARREL,Headboards,5,On Promotion,317.775,44.0,1291,0.0039,0,0
12892,2024-04-28,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,39.0,422,0.0047,0,0
12893,2024-04-29,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,37.0,468,0.0043,0,0
12894,2024-04-30,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,35.0,527,0.0038,0,0
12895,2024-05-01,807-020H/AGEDBARREL,Headboards,5,On Promotion,317.775,33.0,1333,0.0038,0,0
12896,2024-05-02,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,28.0,460,0.0022,0,0
12897,2024-05-03,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,27.0,318,0.0031,0,0
12898,2024-05-04,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,26.0,207,0.0048,0,0
12899,2024-05-05,807-020H/AGEDBARREL,Headboards,6,On Promotion,317.775,25.0,1576,0.0038,0,0
12900,2024-05-06,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,19.0,807,0.0025,0,0
12901,2024-05-07,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,17.0,230,0.0043,0,0
12902,2024-05-08,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,16.0,1188,0.0034,0,0
12903,2024-05-09,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,12.0,632,0.0032,0,0
12904,2024-05-10,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,10.0,500,0.004,0,0
12905,2024-05-11,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,8.0,845,0.0047,0,0
12906,2024-05-12,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,4.0,659,0.0,0,0
12907,2024-05-13,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,4.0,599,0.005,0,0
12908,2024-05-14,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,65.0,553,0.0036,0,0
12909,2024-05-15,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,63.0,281,0.0036,0,0
12910,2024-05-16,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,62.0,742,0.0,0,0
12911,2024-05-17,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,62.0,531,0.0038,0,0
12912,2024-05-18,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,60.0,429,0.007,0,0
12913,2024-05-19,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,57.0,679,0.0029,0,0
12914,2024-05-20,807-020H/AGEDBARREL,Headboards,3,On Promotion,317.775,55.0,1006,0.003,0,1
12915,2024-05-21,807-020H/AGEDBARREL,Headboards,1,On Promotion,317.775,52.0,500,0.002,0,1
12916,2024-05-22,807-020H/AGEDBARREL,Headboards,2,On Promotion,317.775,51.0,530,0.0038,0,1
12917,2024-05-23,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,49.0,1172,0.0034,0,1
12918,2024-05-24,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,45.0,1013,0.0039,0,1
12919,2024-05-25,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,41.0,877,0.0,0,1
12920,2024-05-26,807-020H/AGEDBARREL,Headboards,4,On Promotion,317.775,41.0,1259,0.0032,0,1
12921,2024-05-27,807-020H/AGEDBARREL,Headboards,0,On Promotion,317.775,37.0,480,0.0,1,0
